playerid,season,name,team,position,games_played,mins_played,shifts,shots_on_goal,shot_attempts,points,goals,assists,primary_assists,secondary_assists,pp_points,pp_goals,pp_assists,pk_points,pk_goals,pk_assists,blocked_shots,hits,takeaways,giveaways,faceoffswon,faceoffslost,penalties,penalty_mins,penaltiesdrawn,penaltyminutesdrawn
8481582,2023,Nicholas Robertson,TOR,L,56,637.08,866,96,168,27,14,13,7,6,3,1,2,0,0,0,24,34,28,18,3,8,2,4,6,12
8479320,2023,Max Lajoie,TOR,D,7,89.02,127,1,8,1,0,1,0,1,1,0,1,0,0,0,7,12,4,1,0,0,0,0,0,0
8475714,2023,Calle Jarnkrok,TOR,C,52,793.43,1069,92,167,21,10,11,8,3,1,0,1,1,1,0,13,55,16,11,65,67,9,18,12,24
8474673,2023,TJ Brodie,TOR,D,78,1694.25,2265,52,120,26,1,25,11,14,0,0,0,0,0,0,159,41,20,53,0,0,15,30,9,18
8477503,2023,Max Domi,TOR,C,80,1102.8,1447,137,253,47,9,38,23,15,2,1,1,0,0,0,22,53,26,42,226,226,30,78,19,56
8480995,2023,Pontus Holmberg,TOR,R,54,624.7,842,54,97,17,7,10,6,4,0,0,0,0,0,0,42,51,14,10,94,109,9,18,11,22
8479982,2023,Conor Timmins,TOR,D,25,400.53,552,25,66,10,1,9,5,4,2,0,2,0,0,0,28,34,11,18,0,0,9,18,3,6
8483546,2023,Marshall Rifai,TOR,D,2,23.32,37,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
8482634,2023,Alex Steeves,TOR,C,1,10.23,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
8481617,2023,Vasily Podkolzin,VAN,R,19,205.38,294,20,35,2,0,2,1,1,0,0,0,0,0,0,3,70,7,1,3,5,4,8,1,2
8478057,2023,Dakota Joshua,VAN,C,63,906.27,1377,84,146,32,18,14,8,6,1,1,0,0,0,0,40,244,29,24,34,38,19,50,23,58
8478856,2023,Conor Garland,VAN,R,82,1192.15,1685,200,361,47,20,27,18,9,5,1,4,0,0,0,34,53,51,9,2,8,11,25,23,49
8476468,2023,J.T. Miller,VAN,C,81,1578.68,2028,194,376,103,37,66,44,22,37,10,27,2,2,0,61,216,36,50,823,638,26,58,19,46
8478454,2023,Noah Juulsen,VAN,D,54,804.3,1208,30,103,7,1,6,3,3,0,0,0,0,0,0,85,163,8,17,0,0,12,22,5,10
8484254,2023,Akito Hirose,VAN,D,3,36.32,58,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
8481024,2023,Linus Karlsson,VAN,C,4,40.58,57,4,8,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,2,7,0,0,2,4
8484287,2023,Cole McWard,VAN,D,1,9.08,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474013,2023,Ian Cole,VAN,D,78,1457.77,1916,61,161,11,2,9,3,6,0,0,0,0,0,0,166,83,18,42,0,0,26,61,10,29
8474574,2023,Tyler Myers,VAN,D,77,1459.07,1953,93,219,29,5,24,12,12,0,0,0,2,2,0,136,110,13,33,0,0,32,67,8,16
8478444,2023,Brock Boeser,VAN,R,81,1506.78,1837,204,402,73,40,33,22,11,21,13,8,0,0,0,29,56,28,21,13,12,7,14,4,8
8481624,2023,Ilya Mikheyev,VAN,R,78,1112.6,1532,147,240,31,11,20,10,10,0,0,0,0,0,0,20,49,19,16,8,21,2,4,14,28
8478043,2023,Sam Lafferty,VAN,C,79,938.47,1376,78,148,24,13,11,4,7,0,0,0,1,1,0,32,192,17,19,150,206,11,22,13,26
8482496,2023,Nils Aman,VAN,C,43,444.37,681,28,44,7,3,4,3,1,0,0,0,0,0,0,22,31,7,4,72,86,4,8,4,8
8483395,2023,Arshdeep Bains,VAN,L,8,94.45,138,4,10,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,0,2,3,6,3,6
8477369,2023,Carson Soucy,VAN,D,40,699.42,991,29,88,6,2,4,2,2,2,1,1,0,0,0,64,65,8,14,0,0,6,12,8,16
8481535,2023,Nils Hoglander,VAN,L,80,968.5,1402,120,198,36,24,12,8,4,0,0,0,0,0,0,19,100,29,14,0,0,19,41,17,38
8476927,2023,Teddy Blueger,VAN,C,68,1015.6,1465,97,160,28,6,22,13,9,0,0,0,4,2,2,43,97,27,15,415,366,14,31,11,25
8479425,2023,Filip Hronek,VAN,D,81,1898.75,2221,148,379,48,5,43,14,29,10,1,9,0,0,0,87,104,24,50,0,0,19,38,14,26
8480012,2023,Elias Pettersson,VAN,C,82,1611.33,1958,207,402,89,34,55,31,24,30,13,17,2,0,2,68,125,50,30,406,393,6,12,28,56
8476858,2023,Phillip Di Giuseppe,VAN,L,51,616.87,894,52,96,10,5,5,3,2,0,0,0,0,0,0,23,94,6,3,5,12,9,26,7,20
8480459,2023,Pius Suter,VAN,C,67,1038.17,1439,105,190,29,14,15,9,6,5,2,3,0,0,0,23,54,31,7,186,191,8,16,15,30
8480800,2023,Quinn Hughes,VAN,D,82,2024.17,2075,199,540,92,17,75,35,40,36,5,31,0,0,0,55,29,43,52,0,0,20,38,16,32
8477496,2023,Elias Lindholm,VAN,C,75,1477.02,1890,173,308,44,15,29,14,15,10,5,5,3,1,2,61,89,40,30,753,583,11,25,12,27
8478017,2023,Mark Friedman,VAN,D,23,281.35,422,16,45,1,0,1,0,1,0,0,0,0,0,0,35,33,2,3,0,0,4,11,7,19
8477507,2023,Nikita Zadorov,VAN,D,75,1308.07,1786,90,252,20,6,14,11,3,0,0,0,1,0,1,68,177,17,32,0,0,37,95,14,43
8475278,2023,Byron Froese,VGK,C,16,170.7,240,17,30,1,0,1,1,0,0,0,0,0,0,0,8,22,5,1,59,47,2,4,2,4
8478396,2023,Noah Hanifin,VGK,D,80,1889.12,2437,164,413,47,13,34,19,15,12,5,7,2,0,2,121,63,59,67,0,0,13,24,7,16
8477018,2023,Ben Hutton,VGK,D,41,666.57,798,67,134,10,2,8,4,4,1,0,1,0,0,0,54,17,11,14,0,0,7,17,5,13
8478462,2023,Nicolas Roy,VGK,C,70,1081.68,1418,112,208,41,13,28,17,11,7,1,6,1,1,0,35,78,41,26,359,408,13,29,7,17
8479353,2023,Brett Howden,VGK,C,72,952.37,1258,76,131,19,8,11,9,2,0,0,0,1,1,0,51,86,30,21,165,201,13,29,10,20
8480844,2023,Grigori Denisenko,VGK,L,6,65.08,90,5,8,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0,1,2,0,0
8481032,2023,Paul Cotter,VGK,C,76,967.27,1186,100,201,25,7,18,12,6,4,2,2,0,0,0,29,233,35,19,26,27,14,31,10,20
8477447,2023,Shea Theodore,VGK,D,47,1038.15,1182,105,273,42,5,37,19,18,14,2,12,0,0,0,78,9,27,22,0,0,2,6,4,8
8480007,2023,Jonas Rondbjerg,VGK,R,20,225.53,323,25,40,3,1,2,2,0,0,0,0,0,0,0,10,7,10,2,0,1,0,0,0,0
8477964,2023,Ivan Barbashev,VGK,C,82,1321.28,1534,122,236,45,19,26,19,7,5,3,2,0,0,0,44,180,28,37,37,50,17,42,22,50
8475188,2023,Brayden McNabb,VGK,D,82,1587.03,1951,86,208,26,4,22,9,13,0,0,0,1,0,1,207,149,31,24,0,0,17,37,9,24
8481462,2023,Mason Morelli,VGK,L,9,96.78,135,9,14,4,3,1,0,1,1,1,0,0,0,0,6,21,3,2,2,4,0,0,1,2
8476881,2023,Tomas Hertl,VGK,C,54,1106.43,1229,124,237,38,17,21,14,7,10,5,5,1,1,0,49,59,37,13,565,418,6,12,10,20
8477478,2023,William Carrier,VGK,L,39,435.67,641,65,126,8,6,2,1,1,0,0,0,0,0,0,16,90,11,8,7,8,8,16,12,24
8481604,2023,Pavel Dorofeyev,VGK,L,47,624,770,97,174,24,13,11,7,4,1,0,1,0,0,0,23,18,19,14,2,2,6,12,5,12
8476539,2023,Jonathan Marchessault,VGK,R,82,1467.38,1606,266,484,69,42,27,17,10,15,7,8,0,0,0,23,107,47,37,6,18,20,40,11,22
8481527,2023,Kaedan Korczak,VGK,D,26,429.13,553,32,81,9,1,8,3,5,1,0,1,0,0,0,31,43,4,12,0,0,4,8,1,2
8476448,2023,William Karlsson,VGK,C,70,1232.12,1459,175,301,60,30,30,20,10,15,7,8,2,1,1,46,43,42,35,547,426,6,12,19,38
8479980,2023,Nicolas Hague,VGK,D,73,1354.33,1679,105,242,12,2,10,4,6,0,0,0,0,0,0,111,153,13,23,0,0,17,43,15,39
8480727,2023,Zach Whitecloud,VGK,D,61,1072.58,1315,51,141,14,2,12,5,7,0,0,0,1,0,1,105,129,18,23,0,0,16,32,14,28
8474565,2023,Alex Pietrangelo,VGK,D,64,1508.2,1681,141,317,33,4,29,16,13,9,0,9,1,0,1,160,46,50,40,0,0,7,14,11,22
8476905,2023,Chandler Stephenson,VGK,C,75,1386.27,1589,97,173,51,16,35,18,17,12,3,9,3,2,1,40,43,41,18,552,498,6,15,19,38
8482153,2023,Brendan Brisson,VGK,C,15,185.05,245,20,47,8,2,6,3,3,2,1,1,0,0,0,4,13,5,4,4,4,1,2,1,2
8475913,2023,Mark Stone,VGK,R,56,1086.8,1198,117,212,53,16,37,20,17,13,4,9,3,2,1,40,34,62,29,0,4,11,22,12,24
8478403,2023,Jack Eichel,VGK,C,63,1292.75,1363,278,431,68,31,37,21,16,21,11,10,2,0,2,61,26,60,42,413,495,7,17,23,44
8477511,2023,Anthony Mantha,VGK,R,74,1052.58,1270,113,219,44,23,21,11,10,8,3,5,0,0,0,31,55,23,22,3,8,10,25,9,21
8482141,2023,Lukas Cormier,VGK,D,2,34.57,39,3,8,1,0,1,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0
8478020,2023,Michael Amadio,VGK,R,73,977.6,1178,117,191,27,14,13,6,7,5,3,2,0,0,0,34,48,33,25,69,65,8,16,14,28
8478434,2023,Keegan Kolesar,VGK,R,79,858.2,1215,73,141,18,8,10,7,3,0,0,0,2,1,1,41,277,22,20,6,9,17,49,10,35
8480776,2023,Sheldon Rempal,VGK,R,9,89.75,132,16,22,3,2,1,0,1,1,1,0,0,0,0,3,0,2,0,0,0,2,4,2,4
8474166,2023,Alec Martinez,VGK,D,55,1047.43,1285,72,182,17,4,13,5,8,3,0,3,0,0,0,165,29,12,25,0,0,3,6,4,10
8480845,2023,Rasmus Kupari,WPG,C,28,255.95,358,28,49,1,0,1,1,0,0,0,0,0,0,0,10,24,6,5,78,89,2,4,7,14
8480049,2023,Dylan Samberg,WPG,D,78,1218.8,1617,77,182,18,1,17,10,7,1,0,1,0,0,0,111,65,27,36,0,0,15,33,8,19
8482149,2023,Cole Perfetti,WPG,C,71,964.78,1153,143,232,38,19,19,16,3,10,4,6,0,0,0,23,26,18,12,38,63,6,12,3,6
8477220,2023,Nate Schmidt,WPG,D,63,1059.43,1403,75,168,14,2,12,4,8,4,1,3,0,0,0,76,66,17,26,0,0,8,16,5,10
8478891,2023,Mason Appleton,WPG,C,82,1315.93,1693,122,241,36,14,22,12,10,2,2,0,1,1,0,44,106,24,12,9,8,12,26,13,26
8480289,2023,Morgan Barron,WPG,C,80,839.75,1162,94,149,18,11,7,3,4,1,0,1,0,0,0,45,122,26,10,62,72,10,23,9,21
8476460,2023,Mark Scheifele,WPG,C,74,1493.73,1561,154,270,72,25,47,32,15,17,6,11,0,0,0,40,63,45,33,603,650,19,47,29,67
8476392,2023,Adam Lowry,WPG,C,81,1304.43,1796,119,236,35,12,23,15,8,2,0,2,1,0,1,65,180,38,17,676,704,18,57,16,51
8483471,2023,Brad Lambert,WPG,C,1,13.85,15,2,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0
8476480,2023,Vladislav Namestnikov,WPG,C,78,1128.27,1462,95,182,37,11,26,13,13,5,3,2,1,1,0,45,92,16,17,173,304,12,27,17,37
8478398,2023,Kyle Connor,WPG,L,65,1282.1,1368,221,398,61,34,27,13,14,17,4,13,0,0,0,19,14,39,31,2,5,3,6,8,16
8476525,2023,Colin Miller,WPG,D,46,722.43,1004,69,173,9,4,5,3,2,1,0,1,0,0,0,37,91,14,17,0,0,13,26,9,18
8480145,2023,Neal Pionk,WPG,D,82,1707.97,2216,146,307,33,5,28,6,22,8,1,7,0,0,0,118,221,34,55,0,0,30,63,18,39
8475726,2023,Tyler Toffoli,WPG,C,79,1339.85,1686,229,433,55,33,22,14,8,16,10,6,0,0,0,11,75,32,31,27,44,7,14,11,22
8482787,2023,Nikita Chibrikov,WPG,R,1,11.05,15,3,5,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
8477497,2023,Sean Monahan,WPG,C,83,1501.82,1803,171,297,59,26,33,21,12,21,9,12,2,2,0,44,29,43,33,698,574,5,12,8,16
8476952,2023,Dominic Toninato,WPG,C,15,152.87,223,12,28,5,1,4,3,1,0,0,0,0,0,0,9,26,3,4,52,57,3,6,1,2
8479536,2023,Axel Jonsson-Fjallby,WPG,L,26,210.93,298,23,55,5,2,3,3,0,0,0,0,0,0,0,7,30,3,3,1,1,0,0,1,2
8477504,2023,Josh Morrissey,WPG,D,81,1958.77,2191,196,447,69,10,59,28,31,18,2,16,0,0,0,103,90,45,42,0,0,22,44,21,42
8479378,2023,Logan Stanley,WPG,D,25,344.18,458,29,69,2,1,1,0,1,0,0,0,0,0,0,40,45,5,15,0,0,12,36,5,22
8476331,2023,Dylan DeMelo,WPG,D,82,1781.83,2213,83,192,31,3,28,12,16,1,0,1,0,0,0,139,166,14,60,0,0,18,36,10,22
8475455,2023,Brenden Dillon,WPG,D,77,1443.08,1897,79,205,20,8,12,4,8,0,0,0,0,0,0,111,241,6,28,0,0,29,82,11,43
8477940,2023,Nikolaj Ehlers,WPG,L,82,1301.65,1560,233,495,61,25,36,24,12,7,0,7,0,0,0,39,30,37,45,4,11,12,29,22,47
8480014,2023,Gabriel Vilardi,WPG,C,47,799.35,869,117,180,36,22,14,12,2,14,9,5,0,0,0,24,14,21,13,27,32,7,14,17,36
8480113,2023,Alex Iafallo,WPG,L,82,1255.7,1562,120,249,27,11,16,10,6,5,2,3,1,0,1,67,43,28,20,8,17,3,6,10,20
8481019,2023,David Gustafsson,WPG,C,39,361.08,503,27,52,7,3,4,2,2,0,0,0,0,0,0,23,30,8,4,106,88,0,0,2,4
8475799,2023,Nino Niederreiter,WPG,R,77,1152.3,1466,170,286,34,18,16,8,8,4,3,1,0,0,0,42,115,21,17,26,31,17,34,17,34
8478451,2023,Ethan Bear,WSH,D,24,357.73,459,24,63,4,1,3,0,3,0,0,0,0,0,0,31,16,2,9,0,0,5,10,0,0
8479522,2023,Hardy Haman Aktell,WSH,D,6,63.78,89,5,14,1,0,1,0,1,0,0,0,0,0,0,5,11,1,2,0,0,1,2,0,0
8478440,2023,Dylan Strome,WSH,C,82,1471.9,1720,169,309,67,27,40,31,9,19,5,14,0,0,0,61,12,41,35,697,623,11,22,8,16
8475795,2023,Dylan McIlrath,WSH,D,3,30.9,47,1,4,1,0,1,1,0,0,0,0,0,0,0,1,9,0,0,0,0,1,5,1,5
8477845,2023,Trevor van Riemsdyk,WSH,D,70,1306.52,1617,75,188,14,0,14,6,8,0,0,0,1,0,1,103,23,27,25,0,0,9,18,8,16
8483920,2023,Pierrick Dube,WSH,R,3,27.98,41,3,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,1,2,1,2
8480873,2023,Rasmus Sandin,WSH,D,68,1436.2,1680,79,194,23,3,20,12,8,5,0,5,0,0,0,106,75,23,31,0,0,12,24,4,8
8476880,2023,Tom Wilson,WSH,R,74,1339.55,1699,169,320,35,18,17,5,12,10,5,5,2,2,0,74,228,46,50,22,38,43,103,36,87
8475343,2023,Nic Dowd,WSH,C,64,972.97,1366,61,103,22,12,10,6,4,0,0,0,0,0,0,72,118,46,30,493,531,20,47,15,35
8477947,2023,Sonny Milano,WSH,L,49,612.9,777,50,91,23,15,8,5,3,4,3,1,0,0,0,16,20,23,25,0,0,5,10,5,10
8474157,2023,Max Pacioretty,WSH,L,47,678.38,886,95,186,23,4,19,11,8,11,2,9,0,0,0,22,76,14,16,5,12,11,25,8,19
8479359,2023,Beck Malenstyn,WSH,L,81,1153.73,1580,98,177,21,6,15,12,3,0,0,0,1,0,1,93,241,30,20,23,28,11,25,19,39
8481441,2023,Joe Snively,WSH,C,3,25.03,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8474590,2023,John Carlson,WSH,D,82,2123.12,2290,176,439,52,10,42,16,26,19,6,13,0,0,0,194,69,58,82,0,0,15,30,16,32
8479321,2023,Lucas Johansen,WSH,D,6,85.6,116,4,9,1,0,1,1,0,0,0,0,0,0,0,7,1,3,2,0,0,2,4,0,0
8477979,2023,Nicolas Aube-Kubel,WSH,R,60,732.45,969,58,137,16,6,10,7,3,0,0,0,0,0,0,26,159,32,19,6,12,10,23,13,29
8482861,2023,Vincent Iorio,WSH,D,6,58.95,83,6,9,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,0,0,0,0,1,2
8473563,2023,Nicklas Backstrom,WSH,C,8,116.47,142,12,17,1,0,1,0,1,0,0,0,0,0,0,5,2,5,3,44,40,1,2,2,4
8481580,2023,Connor McMichael,WSH,C,80,1278.93,1734,135,252,33,18,15,10,5,6,2,4,2,1,1,39,45,39,26,370,502,17,34,15,30
8482148,2023,Hendrix Lapierre,WSH,C,51,583.3,745,51,96,22,8,14,4,10,2,0,2,0,0,0,31,26,19,19,105,175,1,4,8,16
8471214,2023,Alex Ovechkin,WSH,L,79,1518.47,1670,272,605,65,31,34,21,13,24,11,13,0,0,0,27,162,26,35,0,2,10,20,11,20
8480823,2023,Alexander Alexeyev,WSH,D,39,534.15,685,20,60,3,1,2,1,1,0,0,0,0,0,0,59,48,4,12,0,0,4,6,0,0
8475958,2023,Michael Sgarbossa,WSH,C,25,274.27,367,27,45,7,4,3,3,0,1,0,1,0,0,0,3,16,8,11,58,68,1,2,5,10
8475324,2023,Nick Jensen,WSH,D,78,1531.1,1866,71,198,14,1,13,6,7,0,0,0,0,0,0,123,62,22,55,0,0,5,10,13,26
8480796,2023,Martin Fehervary,WSH,D,66,1295.65,1588,61,139,16,3,13,5,8,0,0,0,1,0,1,109,188,8,14,0,0,12,24,11,22
8479547,2023,Matthew Phillips,WSH,R,31,315.65,417,21,41,5,1,4,3,1,0,0,0,0,0,0,15,8,5,4,1,2,0,0,2,4
8483491,2023,Ivan Miroshnichenko,WSH,L,21,254.95,330,30,73,6,2,4,1,3,1,0,1,0,0,0,5,50,7,8,0,2,3,6,3,6
8471698,2023,T.J. Oshie,WSH,R,52,877.18,1085,90,197,25,12,13,5,8,9,6,3,0,0,0,56,75,41,16,12,31,17,34,18,38
8481656,2023,Aliaksei Protas,WSH,C,78,1072.2,1452,113,203,29,6,23,13,10,0,0,0,1,0,1,49,34,44,33,42,62,4,8,10,20
