playerid,season,name,team,position,games_played,mins_played,shifts,shots_on_goal,shot_attempts,points,goals,assists,primary_assists,secondary_assists,blocked_shots,hits,takeaways,giveaways,faceoffswon,faceoffslost,penalties,penalty_mins,penaltiesdrawn,penalityminutesdrawn,pp_points,pp_goals,pp_assists,pk_points,pk_goals,pk_assists
8478477,2021,Mitchell Stephens,DET,C,27,301.82,433,17,38,6,0,6,3,3,9,21,5,7,124,129,4,8,1,2,0,0,0,0,0,0
8478460,2021,Zach Werenski,CBJ,D,68,1745,1786,216,428,48,11,37,22,15,95,33,39,39,0,0,11,22,8,18,13,4,9,1,0,1
8479414,2021,Nathan Bastian,NJD,R,72,857.2,1196,97,165,18,12,6,4,2,40,210,13,15,23,25,18,45,13,35,4,3,1,0,0,0
8482655,2021,J.J. Moser,ARI,D,43,803.8,1048,40,99,15,4,11,6,5,55,32,10,24,0,0,8,16,8,16,2,1,1,0,0,0
8479534,2021,Linus Hogberg,PHI,D,5,85.32,112,3,6,2,0,2,0,2,8,0,3,4,0,0,1,2,0,0,0,0,0,0,0,0
8479542,2021,Brandon Hagel,TBL,L,77,1259.47,1606,125,223,44,25,19,15,4,32,63,53,33,24,33,14,31,24,51,6,4,2,3,1,2
8477497,2021,Sean Monahan,CGY,C,65,913.85,1256,111,197,23,8,15,11,4,24,59,32,28,414,365,12,24,8,16,13,5,8,0,0,0
8478099,2021,Kevin Labanc,SJS,R,21,279.12,369,36,62,6,3,3,2,1,9,28,6,6,0,1,3,6,3,6,3,2,1,0,0,0
8472382,2021,Andy Greene,NYI,D,69,1201.38,1634,52,126,10,2,8,5,3,126,39,14,45,0,0,5,10,3,6,0,0,0,0,0,0
8476448,2021,William Karlsson,VGK,C,67,1224.88,1528,135,237,35,12,23,12,11,42,42,44,34,508,475,5,10,11,22,3,1,2,1,1,0
8480023,2021,Robert Thomas,STL,C,72,1351.92,1667,115,191,77,20,57,36,21,25,13,60,50,562,565,8,16,12,24,14,3,11,2,2,0
8479987,2021,Morgan Geekie,SEA,C,73,920.4,1237,97,189,22,7,15,6,9,23,55,25,26,351,318,9,18,13,26,4,0,4,0,0,0
8477956,2021,David Pastrnak,BOS,R,72,1339.53,1463,312,560,77,40,37,27,10,14,63,36,77,7,14,10,20,22,44,22,12,10,0,0,0
8477380,2021,Jonny Brodzinski,NYR,C,22,238.83,347,34,52,2,1,1,0,1,8,8,5,4,49,48,5,10,1,2,0,0,0,0,0,0
8477508,2021,Curtis Lazar,BOS,C,70,839.58,1214,95,147,16,8,8,4,4,51,186,17,11,136,142,8,16,11,22,0,0,0,1,0,1
8481711,2021,Matias Maccelli,ARI,L,23,326.53,434,21,42,6,1,5,1,4,8,12,10,19,2,0,2,4,0,0,1,0,1,0,0,0
8477435,2021,Ryan Graves,NJD,D,75,1553.52,1858,111,241,28,6,22,14,8,135,90,27,51,0,0,13,24,17,36,0,0,0,0,0,0
8477996,2021,Juho Lammikko,VAN,L,75,920.7,1385,67,118,15,7,8,6,2,46,93,17,9,354,340,7,14,10,20,0,0,0,0,0,0
8476460,2021,Mark Scheifele,WPG,C,67,1415.97,1500,159,264,70,29,41,23,18,47,36,49,60,430,418,10,23,19,41,19,7,12,0,0,0
8471724,2021,Kris Letang,PIT,D,78,2010.63,2147,214,403,68,10,58,34,24,122,171,59,79,0,0,23,49,12,27,19,2,17,0,0,0
8478396,2021,Noah Hanifin,CGY,D,81,1725.9,2438,189,397,48,10,38,12,26,84,63,38,62,0,0,8,19,8,17,13,1,12,0,0,0
8479323,2021,Adam Fox,NYR,D,78,1864.77,2191,158,275,74,11,63,33,30,128,30,78,58,0,0,13,26,18,36,31,0,31,2,1,1
8478507,2021,John Marino,PIT,D,81,1671.58,2089,90,191,25,1,24,10,14,88,73,43,35,0,0,10,23,17,37,2,0,2,2,0,2
8479351,2021,Sam Steel,ANA,C,68,837.22,1102,67,125,20,6,14,7,7,27,37,18,20,203,209,8,16,12,24,3,0,3,0,0,0
8479661,2021,Tanner Jeannot,NSH,L,81,1294.98,1659,124,215,41,24,17,9,8,64,318,32,32,10,14,39,120,28,98,3,2,1,1,1,0
8474884,2021,Mike Hoffman,MTL,C,67,1141.82,1368,154,285,35,15,20,11,9,29,27,32,46,12,8,17,32,9,18,12,4,8,0,0,0
8474207,2021,Nick Holden,OTT,D,76,1508.5,1915,75,169,19,5,14,9,5,112,115,16,48,0,1,6,12,4,8,0,0,0,0,0,0
8479404,2021,Henrik Borgstrom,CHI,C,52,546.98,799,41,85,7,4,3,0,3,19,26,22,8,82,122,10,22,5,10,1,0,1,0,0,0
8476982,2021,Danny O'Regan,ANA,C,5,50.28,63,2,6,1,0,1,1,0,4,3,1,0,11,17,0,0,0,0,0,0,0,0,0,0
8481461,2021,Corey Schueneman,MTL,D,24,398.38,468,30,65,6,2,4,3,1,40,15,6,13,0,0,4,8,4,8,1,0,1,0,0,0
8476436,2021,Dmitrij Jaskin,ARI,R,12,177.42,228,23,43,1,0,1,1,0,9,47,3,8,5,5,2,4,0,0,0,0,0,0,0,0
8481849,2021,Zachary Hayes,VGK,D,3,32.65,50,1,6,0,0,0,0,0,1,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0
8481004,2021,Josiah Slavin,CHI,L,15,180.45,245,13,23,1,0,1,1,0,4,12,4,3,29,38,2,4,1,2,0,0,0,0,0,0
8474590,2021,John Carlson,WSH,D,78,1857.25,2064,195,388,71,17,54,25,29,112,73,42,55,0,0,9,20,10,20,24,7,17,3,0,3
8480844,2021,Grigori Denisenko,FLA,L,1,15.5,18,3,3,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
8474176,2021,Carl Hagelin,WSH,L,53,754.57,1081,71,117,14,3,11,5,6,12,32,14,15,4,10,9,20,6,12,0,0,0,1,0,1
8481553,2021,Bobby Brink,PHI,R,10,154.48,192,18,31,4,0,4,2,2,2,15,1,4,3,1,0,0,3,6,0,0,0,0,0,0
8475231,2021,Casey Cizikas,NYI,C,74,1017.27,1503,91,147,16,10,6,4,2,43,138,33,32,534,427,24,48,19,40,0,0,0,1,1,0
8476870,2021,Stefan Matteau,COL,C,1,3.65,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8479425,2021,Filip Hronek,DET,D,78,1718.1,1964,133,280,38,5,33,18,15,81,70,16,46,0,0,13,26,17,36,4,1,3,0,0,0
8476624,2021,Barclay Goodrow,NYR,C,79,1320.27,1627,116,182,33,13,20,14,6,54,130,39,37,366,375,24,59,18,45,0,0,0,3,1,2
8479322,2021,Wade Allison,PHI,R,1,8.27,12,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8478133,2021,Jake Evans,MTL,C,72,1122.85,1581,124,195,29,13,16,11,5,37,88,39,33,461,465,11,22,16,34,0,0,0,1,0,1
8479359,2021,Beck Malenstyn,WSH,L,12,108.53,151,10,17,1,1,0,0,0,7,34,2,1,1,6,3,9,2,7,0,0,0,0,0,0
8480336,2021,Sean Walker,LAK,D,6,110.23,133,18,32,2,0,2,1,1,9,9,1,1,0,0,2,4,0,0,1,0,1,0,0,0
8477887,2021,Patrick Brown,PHI,C,44,547.08,852,51,83,9,4,5,4,1,36,100,9,14,242,172,4,11,6,15,0,0,0,0,0,0
8471274,2021,Alex Goligoski,MIN,D,72,1363.07,1605,80,173,30,2,28,11,17,96,56,6,31,0,0,17,34,8,16,4,0,4,0,0,0
8480800,2021,Quinn Hughes,VAN,D,76,1917.6,2112,150,342,68,8,60,31,29,56,19,41,42,0,0,14,28,9,18,30,0,30,1,0,1
8478046,2021,Danton Heinen,PIT,L,76,966.33,1307,138,217,33,18,15,10,5,33,66,36,24,0,4,8,16,8,16,4,3,1,0,0,0
8476479,2021,Phillip Danault,LAK,C,79,1431.93,1905,194,299,51,27,24,14,10,49,74,22,29,676,586,18,38,15,38,4,2,2,3,0,3
8482125,2021,Alexander Holtz,NJD,R,9,110.43,156,12,23,2,0,2,1,1,2,5,5,1,0,0,1,2,2,4,1,0,1,0,0,0
8479419,2021,Brett Murray,BUF,L,19,246.73,327,14,25,6,2,4,3,1,2,17,4,5,0,0,4,13,5,13,1,0,1,0,0,0
8477969,2021,Marcus Pettersson,PIT,D,72,1127.17,1490,83,189,19,2,17,11,6,74,122,17,14,0,0,19,38,11,24,0,0,0,0,0,0
8479421,2021,Jacob Moverare,LAK,D,19,310.48,395,15,28,2,0,2,1,1,21,16,1,3,0,0,1,2,0,0,0,0,0,0,0,0
8470610,2021,Zach Parise,NYI,L,82,1253.3,1720,138,203,35,15,20,15,5,57,60,27,25,28,47,14,28,12,24,7,2,5,2,2,0
8476432,2021,Boone Jenner,CBJ,C,59,1207.42,1463,160,266,44,23,21,11,10,56,80,33,29,642,556,11,22,13,26,8,6,2,0,0,0
8478136,2021,Jacob Middleton,MIN,D,66,1233.17,1585,73,124,14,4,10,5,5,124,118,27,19,0,0,26,82,15,60,1,0,1,1,0,1
8480980,2021,Connor Dewar,MIN,C,35,346.37,478,44,81,6,2,4,3,1,22,48,9,6,62,71,6,15,10,23,1,0,1,0,0,0
8476372,2021,Nick Seeler,PHI,D,43,562.37,817,32,67,3,1,2,0,2,67,75,4,17,0,0,10,29,13,35,0,0,0,0,0,0
8475744,2021,Evgeny Kuznetsov,WSH,C,79,1602.15,1836,208,345,78,24,54,34,20,25,42,54,51,507,659,17,34,22,44,26,7,19,4,2,2
8478366,2021,Frank Vatrano,NYR,C,71,934.3,1207,161,266,32,18,14,10,4,26,68,22,27,12,13,11,22,9,18,2,1,1,0,0,0
8475236,2021,Cody Eakin,BUF,C,69,937.5,1310,74,117,12,4,8,2,6,29,33,22,20,482,378,10,22,8,16,2,1,1,1,0,1
8478542,2021,Evan Rodrigues,PIT,C,82,1298.63,1650,244,393,43,19,24,15,9,30,89,33,32,183,203,8,14,17,34,6,6,0,0,0,0
8478173,2021,Hayden Hodgson,PHI,R,6,79.2,119,10,14,3,1,2,1,1,2,12,1,0,1,1,4,11,1,5,0,0,0,0,0,0
8479968,2021,Vinni Lettieri,ANA,C,31,387.98,477,50,86,10,5,5,3,2,17,40,6,10,12,11,3,6,2,4,5,2,3,0,0,0
8480845,2021,Rasmus Kupari,LAK,C,57,672.65,987,51,99,13,5,8,4,4,17,68,10,19,129,174,9,18,6,12,2,1,1,1,1,0
8476907,2021,Mackenzie MacEachern,STL,L,14,111.57,158,14,19,2,0,2,2,0,1,19,7,2,0,0,2,4,0,0,0,0,0,0,0,0
8475799,2021,Nino Niederreiter,CAR,R,75,1112.98,1430,144,243,44,24,20,11,9,17,119,21,51,19,20,12,24,18,38,5,4,1,0,0,0
8475158,2021,Ryan O'Reilly,STL,C,78,1488.3,1850,168,252,58,21,37,24,13,38,20,50,26,900,685,6,12,25,50,15,8,7,1,0,1
8476889,2021,Radek Faksa,DAL,C,77,1214.2,1723,89,150,19,5,14,8,6,68,129,27,27,383,312,22,52,17,40,1,1,0,2,1,1
8479543,2021,Michael Pezzetta,MTL,L,51,399.63,596,49,77,11,5,6,5,1,9,156,4,24,6,5,22,61,17,49,0,0,0,0,0,0
8477839,2021,Conor Sheary,WSH,L,71,1085.3,1364,129,214,43,19,24,14,10,44,45,38,12,11,16,7,14,14,28,6,2,4,0,0,0
8479536,2021,Axel Jonsson-Fjallby,WSH,L,23,257.18,379,29,47,4,2,2,2,0,8,18,3,5,1,3,2,4,6,12,0,0,0,0,0,0
8478432,2021,Christian Fischer,ARI,R,53,694.97,997,76,123,10,5,5,4,1,22,91,17,24,76,147,7,14,12,24,1,1,0,0,0,0
8479337,2021,Alex DeBrincat,CHI,L,82,1710.22,1895,270,470,78,41,37,19,18,35,101,67,47,24,40,8,19,24,51,25,11,14,0,0,0
8479992,2021,Michael Rasmussen,DET,C,80,1161.45,1588,129,195,27,15,12,8,4,65,142,29,16,410,409,27,56,26,54,2,0,2,0,0,0
8480028,2021,Morgan Frost,PHI,C,55,765.73,1073,85,152,16,5,11,7,4,29,44,27,22,226,241,7,14,4,8,1,1,0,0,0,0
8477018,2021,Ben Hutton,VGK,D,58,896.98,1148,78,166,13,3,10,6,4,72,49,16,19,0,0,10,32,8,28,0,0,0,0,0,0
8482815,2021,Kirill Semyonov,TOR,C,3,30.12,45,1,4,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8475168,2021,Matt Duchene,NSH,C,78,1483.07,1698,229,383,86,43,43,24,19,28,31,31,77,119,101,16,38,18,36,28,15,13,0,0,0
8475855,2021,Jesper Fast,CAR,R,82,1214.47,1686,97,171,34,14,20,15,5,36,109,17,26,12,17,2,4,5,10,2,1,1,1,0,1
8477974,2021,Ryan MacInnis,BUF,C,1,10,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8471685,2021,Anze Kopitar,LAK,C,81,1682.33,1980,210,353,67,19,48,29,19,71,72,48,30,858,651,7,14,14,28,19,6,13,1,0,1
8476878,2021,Zemgus Girgensons,BUF,L,56,828.2,1148,92,145,18,10,8,7,1,25,81,24,10,143,144,7,17,9,18,3,2,1,0,0,0
8480008,2021,Adam Ruzicka,CGY,C,28,286.27,444,33,58,10,5,5,4,1,8,24,6,11,103,120,4,8,3,6,0,0,0,0,0,0
8475324,2021,Nick Jensen,WSH,D,76,1470.25,1807,88,204,21,5,16,7,9,92,135,23,44,0,0,9,21,21,45,0,0,0,0,0,0
8475200,2021,Dmitry Orlov,WSH,D,76,1593.17,1907,127,238,35,12,23,14,9,94,124,37,44,0,0,22,44,16,32,4,2,2,0,0,0
8476396,2021,Steven Fogarty,BOS,C,2,20.6,31,2,2,0,0,0,0,0,0,0,1,1,7,10,1,2,0,0,0,0,0,0,0,0
8477472,2021,Carl Dahlstrom,TOR,D,3,40.95,60,4,5,2,0,2,2,0,2,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0
8479999,2021,Casey Mittelstadt,BUF,C,40,644.82,810,79,120,19,6,13,6,7,12,19,13,17,202,250,2,4,3,6,7,1,6,0,0,0
8480901,2021,Karson Kuhlman,SEA,C,44,523.75,730,68,116,10,3,7,2,5,20,71,12,10,0,2,3,6,4,8,0,0,0,0,0,0
8477446,2021,Michael McCarron,NSH,R,51,529.85,725,51,84,14,7,7,5,2,31,116,14,19,192,161,18,60,12,48,1,0,1,1,1,0
8479400,2021,Pierre-Luc Dubois,WPG,L,81,1532.52,1767,233,393,60,28,32,21,11,43,112,22,42,532,603,44,86,49,98,17,14,3,0,0,0
8478057,2021,Dakota Joshua,STL,C,30,254.78,366,31,49,8,3,5,3,2,10,77,7,8,40,35,5,16,6,18,0,0,0,0,0,0
8477919,2021,Frederick Gaudreau,MIN,C,76,1239.85,1448,132,227,44,14,30,15,15,43,48,38,25,461,461,4,8,10,18,3,1,2,2,0,2
8478446,2021,Glenn Gawdin,CGY,C,2,18.48,25,3,4,0,0,0,0,0,1,1,0,1,3,8,1,2,0,0,0,0,0,0,0,0
8481133,2021,Cole Reinhardt,OTT,L,1,8.58,13,1,1,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0
8480878,2021,Nils Lundkvist,NYR,D,25,348.3,474,32,59,4,1,3,1,2,15,15,3,15,0,0,0,0,2,4,2,1,1,0,0,0
8480979,2021,Nathan Smith,ARI,C,10,141.5,191,14,22,4,2,2,1,1,6,26,1,12,38,58,1,2,2,4,0,0,0,0,0,0
8474038,2021,Paul Byron,MTL,L,27,340.22,491,33,43,7,4,3,1,2,7,66,9,15,33,36,1,2,3,6,0,0,0,0,0,0
8476966,2021,Gemel Smith,DET,C,2,14.42,22,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
8478424,2021,Jansen Harkins,WPG,C,77,729.7,992,67,142,13,7,6,3,3,18,51,26,24,28,16,6,15,10,25,0,0,0,0,0,0
8481019,2021,David Gustafsson,WPG,C,2,4.93,9,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
8477240,2021,Carter Rowney,DET,C,26,277.38,382,15,27,6,4,2,1,1,20,36,4,5,74,91,0,0,2,4,0,0,0,1,0,1
8471873,2021,Anton Stralman,ARI,D,74,1579.12,1859,95,181,23,8,15,7,8,100,99,32,28,0,0,6,12,4,8,0,0,0,0,0,0
8478020,2021,Michael Amadio,VGK,C,56,680.95,886,64,109,18,11,7,4,3,16,42,26,11,30,42,6,15,11,25,0,0,0,0,0,0
8477444,2021,Andre Burakovsky,COL,L,80,1300.67,1639,149,313,61,22,39,24,15,34,49,28,39,8,12,9,18,14,28,10,4,6,0,0,0
8480873,2021,Rasmus Sandin,TOR,D,51,864.93,1087,46,122,16,5,11,5,6,39,88,18,24,0,0,2,4,5,10,3,0,3,0,0,0
8480870,2021,Benoit-Olivier Groulx,ANA,C,18,197.9,275,17,31,3,1,2,1,1,6,19,4,3,38,45,1,2,0,0,0,0,0,0,0,0
8474697,2021,Mark Borowiecki,NSH,D,57,747.82,1106,45,91,4,0,4,2,2,79,196,7,14,0,0,33,111,27,93,0,0,0,0,0,0
8477384,2021,Josh Brown,BOS,D,52,739.27,1040,45,87,6,0,6,4,2,62,118,9,22,0,0,11,37,9,33,0,0,0,0,0,0
8481521,2021,Ronnie Attard,PHI,D,15,248.92,335,16,45,4,2,2,2,0,17,24,6,9,0,0,4,8,2,4,0,0,0,0,0,0
8480830,2021,Andrei Svechnikov,CAR,R,78,1346.27,1626,249,467,69,30,39,24,15,15,189,44,72,0,6,38,79,27,57,19,6,13,0,0,0
8477290,2021,Michael Raffl,DAL,L,76,1104.75,1657,94,151,16,7,9,8,1,34,141,36,36,14,12,7,16,23,44,0,0,0,3,1,2
8478401,2021,Pavel Zacha,NJD,C,70,1179.8,1548,148,264,36,15,21,10,11,18,80,33,40,189,188,11,22,9,18,7,3,4,0,0,0
8480009,2021,Eeli Tolvanen,NSH,R,75,1007.08,1311,151,266,23,11,12,6,6,45,176,15,21,0,1,8,16,10,20,6,1,5,0,0,0
8476905,2021,Chandler Stephenson,VGK,C,79,1525.07,1833,125,195,64,21,43,17,26,44,68,40,32,653,602,13,26,14,28,13,6,7,2,1,1
8470619,2021,Brian Boyle,PIT,C,66,712.07,1033,87,122,21,11,10,5,5,39,95,20,10,165,200,8,27,8,25,0,0,0,1,1,0
8481077,2021,John Leonard,SJS,L,14,157.92,234,25,36,2,1,1,1,0,8,13,1,5,1,1,0,0,2,4,1,0,1,0,0,0
8478585,2021,Derek Ryan,EDM,C,75,857.32,1283,72,118,22,10,12,7,5,38,38,26,15,286,226,4,8,6,12,0,0,0,1,0,1
8480226,2021,Marian Studenic,DAL,L,33,367.85,544,42,72,4,2,2,0,2,15,25,13,10,1,3,3,6,6,12,0,0,0,0,0,0
8478841,2021,Colton White,NJD,D,27,357.83,516,18,45,4,0,4,1,3,14,24,1,10,0,0,4,8,1,4,0,0,0,0,0,0
8474688,2021,Greg Pateryn,ANA,D,10,141.2,186,16,23,2,1,1,1,0,7,18,0,3,0,0,5,10,0,0,0,0,0,0,0,0
8475768,2021,Jaden Schwartz,SEA,C,37,682.9,837,101,168,23,8,15,10,5,13,42,28,16,17,18,7,14,11,22,4,1,3,0,0,0
8480058,2021,Pierre-Olivier Joseph,PIT,D,4,72.9,95,7,13,0,0,0,0,0,4,6,5,1,0,0,1,2,1,2,0,0,0,0,0,0
8476326,2021,Josh Archibald,EDM,R,8,72.33,110,4,9,1,0,1,1,0,2,27,3,1,2,2,2,7,3,9,0,0,0,0,0,0
8480056,2021,Jack Rathbone,VAN,D,9,124.42,174,10,22,0,0,0,0,0,8,5,2,4,0,0,1,2,3,6,0,0,0,0,0,0
8476456,2021,Jonathan Huberdeau,FLA,L,80,1555.4,1839,222,344,115,30,85,53,32,28,99,63,85,18,36,17,34,27,56,37,5,32,5,3,2
8479639,2021,Dylan Coghlan,VGK,D,59,837.82,1091,108,218,13,3,10,4,6,61,62,20,28,0,0,9,18,6,12,4,2,2,0,0,0
8480054,2021,Reilly Walsh,NJD,D,1,14.38,20,2,3,1,0,1,0,1,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
8478491,2021,Jacob Larsson,ANA,D,6,91.63,109,5,8,1,0,1,0,1,5,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0
8476441,2021,Joel Edmundson,MTL,D,24,470,560,32,59,6,3,3,2,1,45,61,5,27,0,0,11,25,6,15,0,0,0,0,0,0
8475726,2021,Tyler Toffoli,CGY,R,74,1206.45,1687,195,329,49,20,29,17,12,24,81,27,35,18,16,7,14,12,24,14,6,8,2,1,1
8479447,2021,Anthony Greco,NYR,R,1,9.73,14,5,5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8470606,2021,Dustin Brown,LAK,R,64,943.25,1235,146,238,28,9,19,9,10,20,88,13,19,2,8,10,20,14,28,3,1,2,0,0,0
8480865,2021,Noah Dobson,NYI,D,80,1716.87,1980,190,401,51,13,38,21,17,154,78,27,82,0,0,9,18,20,40,20,3,17,0,0,0
8481572,2021,Ville Heinola,WPG,D,12,178.72,232,25,44,5,0,5,2,3,7,9,5,5,0,0,5,10,1,2,0,0,0,0,0,0
8474573,2021,Josh Bailey,NYI,R,74,1249.83,1600,87,156,44,14,30,18,12,26,19,31,43,43,67,3,6,2,4,10,2,8,0,0,0
8474683,2021,Derek Grant,ANA,C,71,1016.27,1442,117,193,29,15,14,9,5,49,69,21,17,204,216,7,17,4,11,2,2,0,2,1,1
8481546,2021,Cam York,PHI,D,30,572.43,721,33,72,10,3,7,5,2,40,20,5,12,0,0,3,6,3,6,4,1,3,0,0,0
8477506,2021,Ryan Pulock,NYI,D,56,1183.57,1470,122,226,21,5,16,7,9,130,86,15,33,0,0,1,2,5,10,6,2,4,0,0,0
8480073,2021,Erik Brannstrom,OTT,D,53,1047.57,1281,86,168,14,0,14,6,8,59,39,10,36,0,0,14,30,6,12,6,0,6,0,0,0
8476915,2021,Jujhar Khaira,CHI,L,27,367.2,507,32,51,3,3,0,0,0,14,88,2,2,53,48,5,13,5,13,0,0,0,0,0,0
8476854,2021,Hampus Lindholm,BOS,D,71,1597.95,1815,142,275,27,5,22,11,11,92,70,35,47,0,0,23,46,14,28,5,1,4,1,0,1
8480029,2021,Alex Formenton,OTT,L,79,1220.68,1638,162,256,32,18,14,8,6,24,101,44,25,8,12,20,49,20,47,0,0,0,5,4,1
8478233,2021,Andrew Mangiapane,CGY,L,82,1289.62,1804,185,300,55,35,20,13,7,32,73,52,42,21,34,14,28,19,38,11,8,3,3,2,1
8474056,2021,P.K. Subban,NJD,D,77,1408.8,1755,114,264,22,5,17,8,9,90,69,23,51,0,0,24,62,10,26,0,0,0,1,0,1
8482665,2021,Matty Beniers,SEA,C,10,169.4,193,18,36,9,3,6,4,2,4,7,6,5,39,53,0,0,3,6,4,2,2,0,0,0
8480384,2021,Alexander True,SEA,C,8,65.98,92,6,7,0,0,0,0,0,2,22,1,1,12,15,1,2,0,0,0,0,0,0,0,0
8478468,2021,Jeremy Lauzon,NSH,D,66,1166.32,1509,75,151,7,2,5,3,2,63,224,10,24,0,0,25,71,16,53,0,0,0,0,0,0
8478463,2021,Anthony Beauvillier,NYI,L,75,1262.5,1577,154,252,34,12,22,15,7,20,39,36,54,4,6,6,12,10,20,11,5,6,0,0,0
8481532,2021,Alex Turcotte,LAK,C,8,90,135,13,19,0,0,0,0,0,2,8,3,3,12,17,1,2,0,0,0,0,0,0,0,0
8478414,2021,Timo Meier,SJS,R,77,1475.02,1759,326,573,76,35,41,22,19,61,162,49,53,18,19,27,54,28,56,16,11,5,0,0,0
8478891,2021,Mason Appleton,WPG,C,68,1012.18,1354,98,171,21,8,13,8,5,20,64,15,13,7,15,10,20,11,22,0,0,0,0,0,0
8479944,2021,Zach Aston-Reese,ANA,C,69,899.58,1261,78,130,15,5,10,6,4,42,231,19,10,4,4,11,28,5,16,0,0,0,0,0,0
8470612,2021,Ryan Getzlaf,ANA,C,56,1061.65,1286,104,192,37,3,34,20,14,56,89,35,67,546,479,13,29,8,21,10,2,8,0,0,0
8480913,2021,Jordan Gross,COL,D,1,8.32,12,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0
8476368,2021,Fredrik Claesson,TBL,D,9,88.78,119,4,11,0,0,0,0,0,6,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0
8471677,2021,Jack Johnson,COL,D,82,1370.85,1852,67,149,14,2,12,5,7,78,108,12,25,0,0,14,34,12,27,0,0,0,1,0,1
8481530,2021,Brayden Tracey,ANA,L,1,9.35,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475810,2021,Bryan Rust,PIT,R,60,1126.22,1395,180,302,58,24,34,22,12,24,43,22,36,1,5,7,14,10,20,18,8,10,0,0,0
8475343,2021,Nic Dowd,WSH,C,64,912.82,1319,90,135,24,10,14,11,3,53,139,28,14,506,437,21,44,13,26,1,0,1,1,1,0
8480871,2021,Adam Boqvist,CBJ,D,52,886.38,1116,64,130,22,11,11,4,7,47,26,11,28,0,0,6,12,7,14,6,3,3,0,0,0
8478970,2021,Jalen Chatfield,CAR,D,16,236.62,327,25,51,3,0,3,1,2,10,32,6,3,0,0,4,8,0,0,0,0,0,0,0,0
8480083,2021,C.J. Smith,CAR,L,1,9.37,10,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8473533,2021,Jordan Staal,CAR,C,78,1297.3,1804,146,234,36,17,19,10,9,29,212,34,51,736,549,9,18,14,30,2,1,1,0,0,0
8471699,2021,Andrew Cogliano,COL,C,74,937.57,1536,75,128,16,4,12,7,5,31,104,29,23,8,13,10,20,8,16,0,0,0,2,1,1
8480860,2021,Kevin Bahl,NJD,D,17,267.67,362,16,30,4,1,3,2,1,15,28,4,3,0,0,5,10,0,0,0,0,0,0,0,0
8479511,2021,Janne Kuokkanen,NJD,C,57,769.02,1111,64,109,17,6,11,4,7,22,33,26,11,2,14,5,10,7,14,1,1,0,1,1,0
8474600,2021,Roman Josi,NSH,D,80,2044.35,2206,281,563,96,23,73,36,37,133,66,48,71,0,0,24,46,18,36,35,10,25,0,0,0
8482192,2021,Isaak Phillips,CHI,D,4,49.35,66,4,6,0,0,0,0,0,1,3,2,4,0,0,2,4,2,4,0,0,0,0,0,0
8475462,2021,Radko Gudas,FLA,D,77,1387.23,1961,100,222,16,3,13,7,6,118,355,28,57,0,0,37,95,21,63,0,0,0,1,1,0
8476415,2021,Kyle Rau,MIN,C,5,44.08,68,3,5,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8474145,2021,Robert Bortuzzo,STL,D,73,1002.83,1608,47,87,6,1,5,2,3,98,135,8,20,0,0,15,36,9,24,0,0,0,0,0,0
8474716,2021,Jared Spurgeon,MIN,D,65,1374.75,1531,116,234,40,10,30,16,14,83,44,13,14,0,0,5,10,3,6,13,0,13,0,0,0
8473449,2021,Kyle Okposo,BUF,R,74,1241.48,1619,174,304,45,21,24,8,16,19,59,24,34,92,93,19,43,14,31,14,8,6,2,2,0
8481537,2021,Nikita Okhotiuk,NJD,D,5,76.07,94,5,13,2,1,1,0,1,1,16,1,2,0,0,1,2,2,4,0,0,0,0,0,0
8474031,2021,Kevin Shattenkirk,ANA,D,82,1756.2,2066,163,295,35,8,27,13,14,135,73,38,58,0,1,18,36,5,10,13,1,12,0,0,0
8478882,2021,Vladislav Gavrikov,CBJ,D,80,1782.97,2025,108,204,33,5,28,13,15,138,124,22,34,0,0,32,68,11,22,0,0,0,1,0,1
