playerid,season,name,team,position,games_played,mins_played,shifts,shots_on_goal,shot_attempts,points,goals,assists,primary_assists,secondary_assists,blocked_shots,hits,takeaways,giveaways,faceoffswon,faceoffslost,penalties,penalty_mins,penaltiesdrawn,penalityminutesdrawn,pp_points,pp_goals,pp_assists,pk_points,pk_goals,pk_assists
8475848,2019,Brendan Gallagher,MTL,R,59,997.32,1314,228,395,44,23,21,12,9,29,53,39,18,12,17,13,29,12,27,5,2,3,0,0,0
8475168,2019,Matt Duchene,NSH,C,66,1113.52,1339,136,228,42,13,29,16,13,22,40,31,36,386,308,12,24,28,56,8,4,4,0,0,0
8478870,2019,Rudolfs Balcers,OTT,L,15,183.75,257,23,42,3,1,2,2,0,7,19,7,5,0,2,0,0,0,0,0,0,0,0,0,0
8476460,2019,Mark Scheifele,WPG,C,71,1547.4,1676,169,286,72,29,43,27,16,48,34,57,46,605,685,16,35,21,47,19,10,9,0,0,0
8477417,2019,Peter Cehlarik,BOS,L,3,33.73,51,0,2,1,0,1,1,0,2,2,3,1,1,1,1,2,0,0,0,0,0,0,0,0
8478839,2019,Aleksi Saarela,FLA,C,9,110.2,134,15,24,4,2,2,2,0,3,1,6,3,6,11,0,0,0,0,1,0,1,0,0,0
8473533,2019,Jordan Staal,CAR,C,68,1188.43,1623,124,201,27,8,19,11,8,36,149,30,40,701,583,20,40,13,28,3,2,1,0,0,0
8478434,2019,Keegan Kolesar,VGK,R,1,12.1,15,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8476278,2019,Colin Blackwell,NSH,C,27,295.77,405,31,53,10,3,7,5,2,23,43,6,7,37,29,5,10,9,18,0,0,0,0,0,0
8474564,2019,Steven Stamkos,T.B,C,57,1040.38,1255,173,314,62,28,34,22,12,38,69,23,33,363,304,10,22,14,28,17,9,8,0,0,0
8475748,2019,Dalton Smith,BUF,L,1,1.43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0
8475958,2019,Michael Sgarbossa,WSH,C,2,16.22,21,1,4,0,0,0,0,0,0,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0
8475841,2019,Tim Heed,S.J,D,38,493.68,645,44,94,5,1,4,1,3,30,16,10,17,0,1,1,2,2,4,1,0,1,0,0,0
8478873,2019,Troy Terry,ANA,R,48,692.13,901,73,141,15,4,11,9,2,9,3,32,19,3,5,3,6,14,24,2,0,2,0,0,0
8476892,2019,Colton Parayko,STL,D,64,1449.62,1775,158,279,27,10,17,3,14,105,87,33,41,0,0,9,16,7,16,6,3,3,0,0,0
8473473,2019,Milan Lucic,CGY,L,68,904.62,1192,83,144,21,8,13,7,6,20,197,19,42,20,26,16,44,12,36,8,5,3,0,0,0
8478074,2019,Anthony Angello,PIT,C,8,45.75,73,5,7,1,1,0,0,0,5,13,1,0,0,1,2,4,1,2,0,0,0,0,0,0
8471228,2019,Alexander Radulov,DAL,R,60,1002.43,1279,132,218,33,15,18,11,7,42,48,27,44,4,10,23,46,13,26,9,6,3,0,0,0
8478866,2019,Dominik Simon,PIT,C,64,920.48,1278,102,180,22,7,15,8,7,20,57,41,31,15,27,5,12,8,16,1,0,1,0,0,0
8476967,2019,Brett Kulak,MTL,D,56,958.75,1090,101,189,6,0,6,3,3,51,59,13,36,0,1,6,12,4,8,0,0,0,0,0,0
8477404,2019,Jake Guentzel,PIT,L,39,803.18,980,126,195,45,20,25,17,8,19,46,21,12,22,24,7,14,11,24,8,6,2,0,0,0
8474578,2019,Erik Karlsson,S.J,D,56,1373.77,1530,120,243,41,6,35,20,15,74,26,52,68,0,0,8,16,10,20,12,1,11,1,1,0
8470755,2019,Brad Richardson,ARI,C,59,804.55,1203,75,132,11,6,5,5,0,44,77,12,17,355,304,10,20,7,14,0,0,0,1,1,0
8470613,2019,Brent Burns,S.J,D,70,1775,1995,225,515,45,12,33,17,16,115,72,49,76,0,0,17,34,7,14,15,4,11,1,0,1
8477901,2019,Daniel Carr,NSH,L,11,113.7,163,14,22,1,1,0,0,0,2,10,8,1,0,1,2,4,4,8,0,0,0,0,0,0
8478508,2019,Yakov Trenin,NSH,C,21,204.73,293,25,45,6,2,4,2,2,9,46,7,3,3,1,3,9,2,7,0,0,0,0,0,0
8470110,2019,Trevor Daley,DET,D,43,672.67,983,37,76,7,0,7,3,4,44,9,5,21,0,0,10,20,2,4,2,0,2,0,0,0
8475906,2019,John Klingberg,DAL,D,58,1284.88,1499,121,290,32,7,25,15,10,72,28,24,71,0,0,12,22,9,18,15,3,12,0,0,0
8480036,2019,Miro Heiskanen,DAL,D,68,1612.92,1892,163,333,36,8,28,16,12,83,40,42,79,0,0,6,12,12,24,6,0,6,0,0,0
8475747,2019,Patrik Nemeth,DET,D,64,1409.32,1665,89,172,9,1,8,5,3,92,79,10,54,0,0,13,28,5,10,0,0,0,1,0,1
8478424,2019,Jansen Harkins,WPG,C,29,307.52,407,29,44,6,2,4,2,2,10,8,7,7,0,5,1,5,6,18,0,0,0,0,0,0
8476792,2019,Torey Krug,BOS,D,61,1250.88,1466,145,274,47,10,37,21,16,48,36,22,48,0,0,15,33,15,33,25,2,23,0,0,0
8477384,2019,Josh Brown,FLA,D,55,738.3,946,46,95,8,3,5,1,4,52,77,10,24,0,0,13,37,16,41,0,0,0,0,0,0
8479994,2019,Jaret Anderson-Dolan,L.A,C,4,41.03,57,2,3,0,0,0,0,0,0,3,0,2,5,8,0,0,0,0,0,0,0,0,0,0
8476891,2019,Matt Grzelcyk,BOS,D,68,1226.68,1641,112,209,21,4,17,9,8,67,56,22,39,0,0,17,34,6,12,7,1,6,1,0,1
8476807,2019,Matt Tennyson,N.J,D,20,243.15,357,14,26,3,0,3,0,3,18,27,2,8,0,0,3,6,2,4,0,0,0,0,0,0
8480145,2019,Neal Pionk,WPG,D,71,1658.17,1912,178,339,45,6,39,20,19,79,165,31,62,0,0,16,32,12,24,25,3,22,0,0,0
8478427,2019,Sebastian Aho,CAR,C,68,1317.5,1593,207,333,64,38,26,16,10,20,55,71,58,409,481,13,26,15,30,14,8,6,2,2,0
8476921,2019,Jordan Martinook,CAR,L,45,506.4,754,44,95,14,2,12,9,3,23,72,24,19,66,62,11,22,5,10,0,0,0,2,0,2
8476372,2019,Nick Seeler,CHI,D,12,143.13,187,5,17,1,0,1,0,1,21,19,1,7,0,0,6,15,4,11,0,0,0,0,0,0
8478841,2019,Colton White,N.J,D,6,83.92,126,2,4,0,0,0,0,0,4,3,2,6,0,0,2,4,1,2,0,0,0,0,0,0
8473415,2019,Alex Biega,DET,D,49,804.3,1085,55,123,2,0,2,1,1,46,115,4,30,0,0,12,24,9,18,0,0,0,0,0,0
8478449,2019,Roope Hintz,DAL,L,60,883.98,1300,120,208,34,19,15,9,6,28,74,23,34,172,172,8,16,20,40,14,3,11,2,2,0
8481105,2019,Otto Leskinen,MTL,D,5,51.47,59,2,6,0,0,0,0,0,1,13,1,5,0,0,0,0,0,0,0,0,0,0,0,0
8470257,2019,Alexander Steen,STL,L,55,756.65,1061,69,113,16,6,10,6,4,45,26,16,13,8,7,6,12,10,20,1,0,1,0,0,0
8479315,2019,Joey Anderson,N.J,R,18,238.15,320,21,39,7,4,3,1,2,6,16,4,7,3,3,1,2,1,2,0,0,0,0,0,0
8476870,2019,Stefan Matteau,CBJ,C,9,111.35,156,18,29,3,2,1,0,1,10,27,2,1,0,0,1,5,1,5,0,0,0,0,0,0
8480011,2019,Klim Kostin,STL,C,4,34.15,51,5,7,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8470607,2019,Brent Seabrook,CHI,D,32,581.12,765,40,78,4,3,1,0,1,61,52,3,27,0,0,4,8,1,2,1,1,0,0,0,0
8476624,2019,Barclay Goodrow,T.B,C,70,1113.27,1564,102,161,26,8,18,9,9,67,161,44,23,394,406,26,67,21,55,2,0,2,1,0,1
8479465,2019,Drake Caggiula,CHI,C,40,472.4,640,57,85,15,9,6,5,1,16,81,19,5,4,10,13,32,12,30,1,1,0,1,0,1
8480727,2019,Zach Whitecloud,VGK,D,16,227.07,308,9,30,1,0,1,0,1,16,10,9,1,0,0,1,4,0,0,0,0,0,0,0,0
8477380,2019,Jonny Brodzinski,S.J,C,3,22.2,35,5,6,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8478040,2019,Austin Poganski,STL,R,1,5.9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476406,2019,Nicholas Shore,WPG,C,63,577.5,872,45,77,6,3,3,2,1,20,55,14,16,210,169,10,20,2,4,0,0,0,0,0,0
8481554,2019,Kaapo Kakko,NYR,R,66,941.23,1179,109,197,22,10,12,9,3,11,20,35,21,2,4,7,14,16,32,11,2,9,0,0,0
8475765,2019,Vladimir Tarasenko,STL,R,10,161.75,218,26,47,10,3,7,3,4,7,17,3,5,0,0,0,0,2,4,4,2,2,0,0,0
8479368,2019,Max Jones,ANA,L,59,830.27,1151,101,173,12,8,4,3,1,17,82,18,32,11,16,18,36,17,34,1,0,1,1,1,0
8476473,2019,Connor Murphy,CHI,D,58,1232.13,1450,117,236,19,5,14,8,6,138,128,17,44,0,0,12,27,12,27,0,0,0,1,0,1
8476329,2019,Travis Boyd,WSH,C,24,282.88,345,27,37,10,3,7,5,2,9,14,7,6,50,68,1,2,2,4,1,0,1,0,0,0
8477402,2019,Pavel Buchnevich,NYR,R,68,1149.17,1394,149,256,46,17,29,15,14,22,80,38,64,4,19,12,24,18,34,9,4,5,0,0,0
8476878,2019,Zemgus Girgensons,BUF,C,69,952.42,1320,84,143,19,12,7,4,3,20,110,13,11,30,43,5,10,6,12,0,0,0,1,1,0
8477989,2019,Christian Dvorak,ARI,C,70,1166.05,1525,134,220,38,18,20,15,5,36,38,20,22,523,424,6,12,5,10,10,6,4,0,0,0
8480769,2019,Joel L'Esperance,DAL,R,3,22.03,39,2,4,1,1,0,0,0,1,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0
8478439,2019,Travis Konecny,PHI,R,66,1102.3,1436,139,236,60,24,36,19,17,30,63,29,47,24,25,13,28,24,48,22,5,17,0,0,0
8476442,2019,Matt Nieto,COL,L,70,944.32,1298,85,141,21,8,13,8,5,23,37,19,17,2,3,3,6,7,12,0,0,0,2,2,0
8480027,2019,Jason Robertson,DAL,L,3,36.97,50,4,6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
8480384,2019,Alexander True,S.J,C,12,120.03,187,12,18,4,0,4,2,2,2,23,2,5,32,37,1,2,2,4,0,0,0,0,0,0
8479985,2019,Cale Fleury,MTL,D,41,588.32,735,45,104,1,1,0,0,0,45,104,5,31,0,0,3,6,1,2,0,0,0,0,0,0
8476428,2019,Rocco Grimaldi,NSH,R,66,834.08,1117,122,193,31,10,21,12,9,14,23,27,19,1,5,5,10,15,30,0,0,0,0,0,0
8473563,2019,Nicklas Backstrom,WSH,C,61,1157.23,1281,132,219,55,12,43,17,26,45,29,34,42,515,533,7,14,10,20,12,2,10,0,0,0
8474149,2019,Evgenii Dadonov,FLA,R,68,1165.13,1381,165,272,45,24,21,13,8,23,29,29,39,0,0,5,10,11,22,16,10,6,0,0,0
8471303,2019,Alexander Edler,VAN,D,59,1322.42,1559,117,256,33,5,28,12,16,163,106,9,43,0,0,26,52,12,24,6,1,5,0,0,0
8474722,2019,Luke Witkowski,T.B,R,12,106.03,158,10,13,3,1,2,1,1,3,38,2,2,0,0,5,13,2,7,0,0,0,0,0,0
8477488,2019,Brett Pesce,CAR,D,61,1333.1,1612,104,222,18,4,14,8,6,92,22,42,39,0,0,12,27,7,17,0,0,0,2,0,2
8476456,2019,Jonathan Huberdeau,FLA,L,68,1278.35,1469,149,270,75,22,53,37,16,25,51,40,70,24,37,15,30,18,36,27,4,23,0,0,0
8477498,2019,Darnell Nurse,EDM,D,71,1662.38,1865,169,328,33,5,28,12,16,138,170,26,53,0,0,21,48,9,24,5,0,5,0,0,0
8474161,2019,Jakub Voracek,PHI,R,69,1168.13,1557,130,250,54,12,42,27,15,21,17,28,30,7,13,14,31,18,39,17,4,13,0,0,0
8478366,2019,Frank Vatrano,FLA,C,68,1018.32,1338,159,235,34,16,18,9,9,41,100,31,17,12,28,15,30,23,44,2,2,0,2,2,0
8478146,2019,Matthew Highmore,CHI,C,36,353.27,496,35,61,6,2,4,2,2,9,38,15,9,1,3,3,6,7,14,0,0,0,0,0,0
8468674,2019,Deryk Engelland,VGK,D,49,860.82,1014,58,115,6,1,5,2,3,86,113,15,17,0,0,12,27,6,15,0,0,0,0,0,0
8478838,2019,Lukas Vejdemo,MTL,C,7,55.4,81,7,10,1,1,0,0,0,3,8,2,2,1,4,0,0,1,2,0,0,0,0,0,0
8476907,2019,Mackenzie MacEachern,STL,L,51,447.47,644,62,86,10,7,3,1,2,13,82,14,11,1,3,6,15,8,19,0,0,0,0,0,0
8479381,2019,Nick Caamano,DAL,R,12,119.58,201,13,23,2,1,1,0,1,3,17,1,2,1,1,2,4,0,0,0,0,0,0,0,0
8476389,2019,Vincent Trocheck,CAR,C,61,1020.87,1263,140,236,38,11,27,17,10,37,101,52,64,427,389,18,39,17,37,6,0,6,1,1,0
8475343,2019,Nic Dowd,WSH,C,56,607.62,866,52,80,15,7,8,2,6,26,117,22,7,274,277,9,18,5,10,0,0,0,2,2,0
8479510,2019,Egor Korshkov,TOR,R,1,10.13,12,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8479580,2019,Dylan Gambrell,S.J,C,50,597.7,830,43,85,12,5,7,2,5,29,40,11,17,170,199,7,17,2,7,1,0,1,0,0,0
8478882,2019,Vladislav Gavrikov,CBJ,D,69,1307.93,1669,80,158,19,5,14,4,10,92,79,16,33,0,0,9,18,5,10,0,0,0,0,0,0
8476894,2019,Brendan Leipsic,WSH,L,61,559.2,770,50,100,11,3,8,4,4,20,57,8,24,9,12,5,13,8,19,1,0,1,0,0,0
8474098,2019,Colton Sceviour,FLA,C,68,897.05,1244,110,166,16,6,10,7,3,70,90,25,34,64,80,3,6,6,14,0,0,0,0,0,0
8474697,2019,Mark Borowiecki,OTT,D,53,948.93,1297,63,117,17,7,10,1,9,120,199,10,30,0,0,17,38,7,20,0,0,0,0,0,0
8478400,2019,Colin White,OTT,C,61,954.13,1344,82,149,23,7,16,6,10,30,47,23,29,275,305,16,39,12,27,4,1,3,0,0,0
8477341,2019,Andreas Johnsson,TOR,L,43,677.4,897,79,128,22,9,13,6,7,21,43,13,20,0,2,7,14,11,22,5,3,2,0,0,0
8478493,2019,Joel Eriksson Ek,MIN,C,62,973.17,1294,102,153,30,8,22,13,9,41,93,19,18,369,429,11,22,16,32,1,1,0,1,0,1
8480314,2019,Max Veronneau,OTT,R,4,33.67,50,3,6,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8473512,2019,Claude Giroux,PHI,C,69,1301.52,1805,195,318,52,20,32,18,14,16,45,37,34,657,456,14,28,16,34,19,6,13,2,1,1
8475807,2019,Joakim Nordstrom,BOS,C,48,579.72,831,49,88,7,4,3,2,1,31,91,12,10,1,6,7,17,3,9,0,0,0,0,0,0
8477444,2019,Andre Burakovsky,COL,L,58,877.92,1094,102,182,45,19,26,14,12,34,26,27,33,5,9,11,22,12,26,10,2,8,0,0,0
8478043,2019,Sam Lafferty,PIT,C,50,480.45,733,55,84,13,5,8,5,3,17,94,17,12,118,120,10,23,7,17,0,0,0,0,0,0
8475799,2019,Nino Niederreiter,CAR,R,67,992.12,1280,115,216,29,11,18,9,9,19,52,35,42,1,3,21,42,16,32,11,4,7,0,0,0
8475314,2019,Anders Lee,NYI,L,68,1242.83,1483,193,301,42,20,22,11,11,50,102,24,44,89,109,14,37,12,33,5,2,3,0,0,0
8478466,2019,Daniel Sprong,ANA,R,8,112.62,160,17,31,2,1,1,1,0,3,4,1,0,0,0,0,0,1,2,1,1,0,0,0,0
8475158,2019,Ryan O'Reilly,STL,C,71,1443.13,1716,118,183,60,12,48,26,22,40,16,68,22,867,672,5,10,10,20,14,2,12,0,0,0
8476469,2019,Joel Armia,MTL,R,58,999.85,1316,155,265,30,16,14,9,5,25,146,47,27,4,7,14,28,18,36,3,2,1,3,2,1
8477046,2019,Joakim Ryan,L.A,D,35,668.42,789,53,98,5,1,4,2,2,46,24,6,28,0,0,5,10,1,2,0,0,0,0,0,0
8478399,2019,Jonas Siegenthaler,WSH,D,64,1007.97,1248,49,110,9,2,7,5,2,105,51,13,32,0,0,21,43,18,39,0,0,0,0,0,0
8477496,2019,Elias Lindholm,CGY,C,70,1377.52,1751,170,272,53,29,24,13,11,41,92,38,32,395,404,11,22,12,24,18,8,10,0,0,0
8479320,2019,Maxime Lajoie,OTT,D,6,46.9,79,3,5,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0
8476924,2019,Martin Frk,L.A,R,17,235.25,324,26,58,8,6,2,1,1,3,14,2,10,0,0,2,4,1,2,1,1,0,0,0,0
8479356,2019,Kieffer Bellows,NYI,L,8,84.98,112,11,21,3,2,1,0,1,4,12,2,5,0,0,1,2,3,6,0,0,0,0,0,0
8474568,2019,Luke Schenn,T.B,D,25,307.35,441,31,56,3,1,2,1,1,21,83,5,10,0,0,10,23,6,15,0,0,0,0,0,0
8481481,2019,Blake Lizotte,L.A,C,65,907.28,1324,87,157,22,6,16,9,7,22,42,22,21,310,310,10,20,18,36,3,2,1,3,2,1
8474590,2019,John Carlson,WSH,D,69,1690.5,1768,189,370,74,15,59,39,20,109,55,42,80,0,1,13,26,8,16,20,0,20,0,0,0
8480748,2019,Kiefer Sherwood,ANA,R,9,122.13,173,16,31,1,0,1,1,0,4,22,4,6,1,1,3,6,2,4,0,0,0,0,0,0
8478401,2019,Pavel Zacha,N.J,C,65,1055.58,1342,97,154,32,8,24,17,7,19,62,34,31,283,373,7,14,14,28,7,3,4,4,2,2
8478013,2019,Jake Walman,STL,D,1,11.07,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476392,2019,Adam Lowry,WPG,C,49,733.12,1027,67,111,9,3,6,3,3,22,137,31,11,345,304,7,23,7,23,0,0,0,2,1,1
8480144,2019,David Kampf,CHI,C,70,956.22,1310,90,140,16,8,8,6,2,26,52,37,17,313,285,4,8,11,22,0,0,0,0,0,0
8477932,2019,Aaron Ekblad,FLA,D,66,1515.35,1812,147,265,40,5,35,22,13,80,32,36,73,0,0,14,26,9,20,5,0,5,1,0,1
8478056,2019,Clark Bishop,CAR,C,5,38.57,57,4,6,1,0,1,1,0,0,5,1,1,13,21,2,4,0,0,0,0,0,0,0,0
8478472,2019,Mathieu Joseph,T.B,R,37,426.5,601,35,72,7,4,3,1,2,10,47,17,12,4,10,7,16,10,20,0,0,0,1,0,1
8481650,2019,Jakob Lilja,CBJ,L,37,366.25,508,23,43,5,2,3,2,1,25,18,9,8,2,2,1,2,2,4,0,0,0,0,0,0
8478462,2019,Nicolas Roy,VGK,C,28,320.38,439,42,65,10,5,5,3,2,7,39,10,6,93,100,4,8,2,4,1,1,0,0,0,0
8480944,2019,Par Lindholm,BOS,C,40,448.08,631,35,60,6,3,3,2,1,26,23,14,13,132,157,1,4,5,10,0,0,0,0,0,0
8477972,2019,Josh Jacobs,N.J,D,2,33.18,42,3,4,0,0,0,0,0,4,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0
8476461,2019,Sean Couturier,PHI,C,69,1360.25,1783,183,305,59,22,37,16,21,26,59,39,36,541,366,15,30,17,34,12,4,8,0,0,0
8475868,2019,Anthony Bitetto,WPG,D,51,771.6,984,54,105,7,0,7,2,5,50,145,16,22,0,0,13,32,5,18,0,0,0,1,0,1
8475235,2019,Nicolas Deslauriers,ANA,L,59,569.38,782,61,113,13,7,6,4,2,31,137,10,10,0,0,20,82,16,74,0,0,0,0,0,0
8475287,2019,Erik Haula,FLA,L,48,759.85,973,92,154,24,12,12,4,8,15,27,21,29,381,322,11,22,6,14,8,4,4,0,0,0
8474613,2019,Derek Stepan,ARI,C,70,1234.12,1675,160,260,28,10,18,8,10,53,43,37,28,569,627,8,16,14,30,6,1,5,0,0,0
8476539,2019,Jonathan Marchessault,VGK,C,66,1141.52,1336,235,387,47,22,25,19,6,12,99,37,48,58,79,14,28,18,32,10,4,6,0,0,0
8478519,2019,Anthony Cirelli,T.B,C,68,1241.65,1583,113,204,43,17,26,17,9,47,89,52,24,431,472,14,28,32,66,5,1,4,2,1,1
8479345,2019,Jakob Chychrun,ARI,D,63,1415.1,1684,150,307,26,12,14,7,7,95,74,27,52,0,0,18,38,15,30,8,5,3,0,0,0
8477450,2019,Jason Dickinson,DAL,C,65,971.33,1414,85,143,21,9,12,7,5,55,89,47,29,193,253,3,6,10,20,0,0,0,1,0,1
8474683,2019,Derek Grant,ANA,C,57,782.7,1159,94,152,25,15,10,8,2,25,54,20,11,361,334,12,30,8,22,2,2,0,5,3,2
8479376,2019,Victor Mete,MTL,D,51,815.65,1068,57,122,11,4,7,5,2,60,20,8,35,0,0,9,20,6,12,1,0,1,0,0,0
8477949,2019,Alex Tuch,VGK,R,42,613.37,725,99,170,17,8,9,6,3,20,58,27,27,8,21,4,8,13,26,7,3,4,0,0,0
8476953,2019,Trevor Carrick,S.J,D,3,17.37,23,1,3,0,0,0,0,0,0,1,0,2,0,0,1,5,1,5,0,0,0,0,0,0
8478460,2019,Zach Werenski,CBJ,D,63,1508.53,1759,188,334,41,20,21,9,12,58,36,32,47,0,0,5,10,3,6,10,4,6,0,0,0
8477493,2019,Aleksander Barkov,FLA,C,65,1302.23,1507,170,265,63,20,43,22,21,35,21,51,51,643,542,9,18,19,38,18,7,11,1,0,1
8475763,2019,Kevin Hayes,PHI,C,69,1217.93,1640,175,281,41,23,18,9,9,22,88,43,34,412,409,17,34,10,20,7,4,3,4,4,0
8474189,2019,Lars Eller,WSH,C,69,1174.45,1448,151,271,39,16,23,15,8,44,59,44,41,536,498,24,48,19,42,6,2,4,2,1,1
8476391,2019,T.J. Tynan,COL,C,16,135.58,195,7,13,2,0,2,1,1,3,7,5,0,3,15,1,2,0,0,1,0,1,0,0,0
8479523,2019,Lucas Carlsson,CHI,D,6,84.83,108,3,9,1,0,1,0,1,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8476923,2019,Damon Severson,N.J,D,69,1582.88,1922,114,221,31,7,24,13,11,98,81,35,73,0,0,19,42,9,24,10,3,7,0,0,0
8479358,2019,Carsen Twarynski,PHI,L,15,159.9,253,14,18,1,1,0,0,0,8,40,6,0,0,2,2,4,1,0,0,0,0,0,0,0
8474597,2019,Cody Goloubef,DET,D,26,393.45,514,18,43,2,1,1,0,1,24,45,3,21,0,0,4,8,3,6,0,0,0,0,0,0
8475188,2019,Brayden McNabb,VGK,D,71,1422.1,1749,74,176,9,2,7,4,3,134,201,32,32,0,0,20,40,15,32,0,0,0,1,1,0
8477507,2019,Nikita Zadorov,COL,D,64,1134.63,1385,64,161,13,3,10,2,8,66,175,22,35,0,0,27,55,8,19,0,0,0,0,0,0
8476356,2019,Tobias Rieder,CGY,C,55,610.15,849,77,129,10,4,6,5,1,26,30,17,8,11,42,3,6,11,22,0,0,0,1,1,0
8479372,2019,Josh Mahura,ANA,D,13,223.75,306,15,32,4,1,3,1,2,15,5,2,5,0,0,1,2,0,0,0,0,0,0,0,0
8471707,2019,James Neal,EDM,L,55,887.4,997,111,212,31,19,12,4,8,17,87,24,29,11,20,6,12,7,14,16,11,5,0,0,0
8471426,2019,Troy Brouwer,STL,R,13,122.9,184,12,21,1,1,0,0,0,6,24,1,2,1,1,2,7,1,5,0,0,0,0,0,0
8479482,2019,Michal Kempny,WSH,D,58,1080.25,1269,73,170,17,3,14,8,6,70,42,13,35,0,0,11,22,4,8,0,0,0,0,0,0
8475225,2019,Craig Smith,NSH,R,69,925.62,1221,184,280,31,18,13,5,8,19,59,26,26,14,15,12,24,11,24,6,4,2,0,0,0
8480797,2019,Joel Farabee,PHI,L,52,729.1,1007,80,141,21,8,13,7,6,18,31,20,26,3,7,10,29,8,22,2,1,1,0,0,0
8476525,2019,Colin Miller,BUF,D,51,872.83,1066,79,174,11,1,10,6,4,40,87,9,29,0,0,11,22,9,18,3,0,3,0,0,0
8478027,2019,Lucas Wallmark,FLA,C,67,853.97,1217,84,143,25,12,13,7,6,26,57,22,17,377,375,9,18,14,30,5,2,3,1,0,1
8478444,2019,Brock Boeser,VAN,R,57,1046.88,1267,167,280,45,16,29,14,15,12,28,20,22,11,19,6,14,7,14,13,5,8,0,0,0
8480205,2019,Emil Bemstrom,CBJ,C,56,687.35,907,97,149,20,10,10,8,2,18,52,10,16,4,9,4,8,3,6,8,5,3,0,0,0
8478477,2019,Mitchell Stephens,T.B,C,38,401.72,623,43,81,5,3,2,1,1,9,36,6,4,181,167,4,8,3,6,0,0,0,0,0,0
8475768,2019,Jaden Schwartz,STL,L,71,1282.03,1532,160,280,57,21,36,21,15,29,58,50,29,9,11,8,16,21,42,19,6,13,0,0,0
8476958,2019,Jaccob Slavin,CAR,D,68,1586.13,1887,145,292,35,6,29,14,15,106,43,81,49,0,0,5,10,12,24,3,0,3,0,0,0
