playerid,season,name,team,position,games_played,mins_played,shifts,shots_on_goal,shot_attempts,points,goals,assists,primary_assists,secondary_assists,blocked_shots,hits,takeaways,giveaways,faceoffswon,faceoffslost,penalties,penalty_mins,penaltiesdrawn,penalityminutesdrawn,pp_points,pp_goals,pp_assists,pk_points,pk_goals,pk_assists
8473618,2019,Mathieu Perreault,WPG,L,49,642.17,862,71,119,16,7,9,2,7,19,69,17,11,13,6,5,10,5,10,2,2,0,0,0,0
8479388,2019,Riley Stillman,FLA,D,34,649.93,837,39,82,5,0,5,2,3,56,59,13,28,0,0,4,14,6,18,0,0,0,0,0,0
8477038,2019,Nikita Gusev,N.J,L,66,971.28,1173,157,269,44,13,31,18,13,7,12,22,39,1,2,6,12,11,22,12,3,9,0,0,0
8470595,2019,Eric Staal,MIN,C,66,1129.92,1318,113,232,47,19,28,20,8,22,24,25,46,495,504,9,18,12,24,11,3,8,0,0,0
8477476,2019,Artturi Lehkonen,MTL,L,70,1079.87,1522,140,250,27,13,14,11,3,38,120,30,22,12,14,11,24,18,36,0,0,0,1,1,0
8479328,2019,Julien Gauthier,NYR,R,17,140.77,218,10,27,3,0,3,1,2,7,15,3,7,1,2,4,8,2,2,0,0,0,0,0,0
8479983,2019,Mario Ferraro,S.J,D,61,967.4,1252,63,142,11,2,9,3,6,58,119,15,20,0,0,14,30,6,12,0,0,0,1,0,1
8479587,2019,Rhett Gardner,DAL,C,8,81.08,136,8,11,0,0,0,0,0,2,8,1,3,25,28,1,2,1,2,0,0,0,0,0,0
8473463,2019,Leo Komarov,NYI,R,48,603.85,848,46,65,14,4,10,4,6,29,123,13,16,34,52,4,10,6,12,0,0,0,1,0,1
8478915,2019,Sami Niku,WPG,D,17,275.3,363,27,43,5,0,5,3,2,19,16,2,11,0,0,6,12,0,0,0,0,0,0,0,0
8479370,2019,Tyson Jost,COL,C,67,854.72,1089,116,190,23,9,14,7,7,18,58,17,12,85,170,11,22,24,48,5,1,4,0,0,0
8469454,2019,Ilya Kovalchuk,WSH,L,46,780.62,960,115,186,25,10,15,8,7,23,52,11,25,9,16,9,18,11,22,3,2,1,0,0,0
8476987,2019,Jake Bischoff,VGK,D,4,62.4,75,6,10,0,0,0,0,0,8,8,0,2,0,0,2,4,0,0,0,0,0,0,0,0
8474053,2019,Logan Couture,S.J,C,52,959.48,1214,126,220,39,16,23,15,8,45,55,28,26,195,248,4,8,13,26,8,0,8,2,0,2
8468508,2019,Justin Williams,CAR,R,20,272.95,345,60,86,11,8,3,2,1,7,20,3,13,3,7,3,6,5,10,3,2,1,0,0,0
8479511,2019,Janne Kuokkanen,N.J,L,1,12.07,20,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8480023,2019,Robert Thomas,STL,C,66,950.45,1161,84,143,42,10,32,21,11,14,12,46,28,134,175,8,18,9,18,7,1,6,0,0,0
8473419,2019,Brad Marchand,BOS,L,70,1360.78,1567,185,301,88,28,60,35,25,19,55,43,71,22,29,32,72,42,90,27,5,22,3,1,2
8476419,2019,Jean-Gabriel Pageau,NYI,C,67,1282.05,1860,152,245,42,26,16,9,7,53,128,33,32,615,535,10,29,19,47,8,5,3,4,2,2
8479571,2019,Joachim Blichfeld,S.J,R,3,38.32,51,3,6,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
8477974,2019,Ryan MacInnis,CBJ,C,10,93.52,125,13,15,1,0,1,0,1,3,8,3,2,10,17,0,0,1,2,0,0,0,0,0,0
8477969,2019,Marcus Pettersson,PIT,D,69,1336.3,1789,79,193,22,2,20,9,11,84,105,17,38,0,0,16,35,8,19,2,0,2,0,0,0
8480160,2019,Radim Simek,S.J,D,48,821.9,1096,40,88,9,2,7,4,3,59,91,20,36,0,0,8,14,5,10,0,0,0,0,0,0
8478233,2019,Andrew Mangiapane,CGY,L,68,931.68,1247,109,205,32,17,15,13,2,25,73,38,29,12,31,9,18,22,44,1,0,1,0,0,0
8474586,2019,Jordan Eberle,NYI,R,58,1033.28,1181,136,244,40,16,24,10,14,39,37,34,37,3,6,6,12,12,24,11,4,7,0,0,0
8477939,2019,William Nylander,TOR,R,68,1234.2,1491,196,294,59,30,29,18,11,14,9,42,41,106,106,6,12,12,24,14,8,6,0,0,0
8478106,2019,Dylan Sikura,CHI,R,9,89.08,116,10,12,3,1,2,1,1,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
8475177,2019,Calvin de Haan,CHI,D,29,575.98,683,42,95,6,1,5,2,3,73,93,9,29,0,0,5,10,6,12,0,0,0,0,0,0
8475170,2019,Brayden Schenn,STL,C,71,1300.98,1541,136,220,59,25,34,21,13,21,120,26,39,345,359,19,44,10,26,19,10,9,0,0,0
8480073,2019,Erik Brannstrom,OTT,D,31,459.45,670,38,90,4,0,4,3,1,36,15,5,20,0,0,8,16,6,12,1,0,1,0,0,0
8476288,2019,Ryan Dzingel,CAR,C,64,904.58,1144,98,178,28,8,20,14,6,25,36,15,19,9,20,12,30,11,28,9,4,5,0,0,0
8473994,2019,Jamie Benn,DAL,L,69,1137.85,1627,162,278,38,18,20,12,8,57,167,52,56,248,189,17,43,18,42,13,7,6,0,0,0
8477987,2019,Ryan Donato,MIN,C,62,659.37,850,96,186,23,14,9,2,7,15,53,21,13,40,62,6,12,13,26,2,0,2,0,0,0
8481477,2019,Nico Sturm,MIN,C,6,71.37,104,2,4,2,0,2,0,2,5,6,1,1,27,22,0,0,1,2,0,0,0,0,0,0
8476459,2019,Mika Zibanejad,NYR,C,57,1230.42,1452,208,351,74,41,33,21,12,49,51,42,43,593,611,7,14,22,44,25,15,10,4,3,1
8477903,2019,Garnet Hathaway,WSH,R,66,712.72,967,80,138,17,9,8,5,3,47,189,21,16,9,20,23,69,31,77,0,0,0,1,0,1
8479442,2019,Troy Stecher,VAN,D,69,1046.45,1454,86,177,18,5,13,3,10,70,68,16,25,0,0,11,22,13,26,0,0,0,0,0,0
8475197,2019,Tyson Barrie,TOR,D,70,1527.83,1738,169,373,39,5,34,16,18,75,47,16,62,0,0,9,16,4,8,12,1,11,0,0,0
8474600,2019,Roman Josi,NSH,D,69,1772.07,1967,260,525,66,16,50,29,21,108,52,34,68,0,0,19,41,17,37,20,3,17,0,0,0
8479987,2019,Morgan Geekie,CAR,C,2,23.57,35,4,5,4,3,1,0,1,4,1,1,0,12,10,1,2,0,0,0,0,0,0,0,0
8475172,2019,Nazem Kadri,COL,C,51,886.3,1038,133,227,36,19,17,8,9,9,60,21,28,407,311,28,67,22,53,11,4,7,0,0,0
8478176,2019,Joe Hicketts,DET,D,6,108.57,140,6,12,2,0,2,0,2,13,14,2,3,0,0,1,2,0,0,0,0,0,0,0,0
8466139,2019,Patrick Marleau,PIT,C,66,1025.73,1362,117,192,22,11,11,6,5,24,57,29,15,36,40,7,14,11,22,1,1,0,0,0,0
8476463,2019,Jonas Brodin,MIN,D,69,1483.97,1697,103,194,28,2,26,12,14,112,41,14,17,0,0,11,24,8,16,1,0,1,1,0,1
8477482,2019,Zach Sanford,STL,L,58,782.98,1040,91,158,29,15,14,7,7,32,106,18,17,1,8,14,28,13,26,1,1,0,0,0,0
8477962,2019,Brendan Lemieux,NYR,L,59,758.93,1020,86,168,18,6,12,8,4,52,164,15,30,19,31,23,61,29,79,5,2,3,2,1,1
8474125,2019,Carl Gunnarsson,STL,D,37,578.67,847,32,52,6,2,4,3,1,52,28,3,14,0,0,8,16,3,6,0,0,0,0,0,0
8476292,2019,Ondrej Palat,T.B,L,69,1108.12,1488,126,218,42,17,25,15,10,61,144,41,34,7,13,11,22,12,24,8,4,4,1,1,0
8470621,2019,Corey Perry,DAL,R,57,780.48,1068,76,158,22,5,17,9,8,33,60,17,26,4,6,22,50,16,35,7,1,6,0,0,0
8475728,2019,Johan Larsson,BUF,C,62,924.38,1223,60,99,19,6,13,8,5,30,85,24,23,323,342,13,26,8,16,0,0,0,0,0,0
8479324,2019,Ryan Lindgren,NYR,D,60,992.77,1368,47,92,13,1,12,5,7,70,94,28,25,0,0,22,47,21,47,0,0,0,0,0,0
8474604,2019,Aaron Ness,ARI,D,24,300.82,437,11,27,1,0,1,1,0,20,17,1,8,0,0,0,0,5,10,0,0,0,0,0,0
8475772,2019,Riley Sheahan,EDM,C,66,838.78,1130,69,107,16,8,8,5,3,33,25,36,25,403,425,3,6,9,18,0,0,0,2,1,1
8476948,2019,Charles Hudon,MTL,L,15,173.12,227,22,42,2,1,1,0,1,2,25,5,2,1,3,0,0,1,2,0,0,0,0,0,0
8473564,2019,Michael Frolik,BUF,R,57,712.48,967,70,135,14,6,8,4,4,22,32,32,28,6,15,14,28,8,16,0,0,0,2,1,1
8481813,2019,Gaetan Haas,EDM,C,58,558.65,795,54,93,10,5,5,3,2,28,58,21,22,170,236,3,6,13,24,1,0,1,0,0,0
8475855,2019,Jesper Fast,NYR,R,69,1145.92,1522,84,130,30,12,18,8,10,53,125,24,32,9,17,9,20,12,24,0,0,0,2,2,0
8480940,2019,Joel Persson,EDM,D,13,198.55,243,17,33,2,0,2,0,2,10,6,2,8,0,0,1,2,0,0,0,0,0,0,0,0
8477213,2019,Tim Schaller,L.A,L,53,603.13,950,49,85,6,5,1,0,1,28,51,13,8,7,11,7,14,7,14,0,0,0,1,1,0
8471699,2019,Andrew Cogliano,DAL,C,68,847.38,1370,67,104,14,3,11,9,2,31,86,24,20,17,20,15,30,11,22,0,0,0,0,0,0
8477541,2019,Dakota Mermis,N.J,D,10,192.17,252,17,33,4,1,3,1,2,21,20,1,7,0,0,2,4,0,0,0,0,0,0,0,0
8479336,2019,Carl Grundstrom,L.A,R,13,165.93,229,16,37,4,0,4,3,1,4,29,0,4,0,0,4,8,3,6,0,0,0,0,0,0
8474230,2019,Micheal Haley,NYR,C,22,122.22,197,9,14,1,1,0,0,0,6,36,1,5,7,5,9,30,8,30,0,0,0,0,0,0
8476919,2019,Chris Tierney,OTT,C,71,1217.67,1741,102,181,37,11,26,16,10,37,44,32,42,521,497,9,20,13,26,3,1,2,5,4,1
8478425,2019,Brendan Guhle,ANA,D,30,512.15,721,39,90,8,4,4,1,3,43,21,6,25,0,0,5,10,3,6,0,0,0,0,0,0
8480853,2019,Liam Foudy,CBJ,C,2,28.43,33,3,6,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8480839,2019,Rasmus Dahlin,BUF,D,59,1137.3,1216,90,220,39,4,35,19,16,51,72,16,43,0,0,19,38,12,24,18,2,16,0,0,0
8471716,2019,Justin Abdelkader,DET,L,49,563.77,767,40,76,3,0,3,2,1,26,103,10,18,38,31,11,25,9,21,0,0,0,0,0,0
8475795,2019,Dylan McIlrath,DET,D,16,237.13,307,14,33,0,0,0,0,0,12,48,4,8,0,0,9,18,1,5,0,0,0,0,0,0
8473914,2019,Mark Letestu,WPG,C,7,74.18,102,5,8,0,0,0,0,0,5,3,0,1,25,21,0,0,0,0,0,0,0,0,0,0
8481642,2019,Andrei Chibisov,WPG,R,2,14.9,17,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8478868,2019,Christian Jaros,OTT,D,13,135.57,210,5,16,3,0,3,2,1,12,14,1,5,0,0,2,6,0,0,0,0,0,1,0,1
8476872,2019,Scott Laughton,PHI,C,49,712.15,1011,73,121,27,12,15,8,7,26,108,22,21,146,121,13,26,7,14,0,0,0,0,0,0
8470642,2019,Shea Weber,MTL,D,65,1560.08,1719,185,375,36,15,21,9,12,117,113,18,80,0,0,16,33,11,25,6,3,3,0,0,0
8477937,2019,Jake Virtanen,VAN,R,69,892.47,1393,149,240,35,18,17,11,6,28,102,36,31,5,13,13,29,20,43,8,5,3,0,0,0
8478483,2019,Mitchell Marner,TOR,R,59,1267.7,1448,155,277,67,17,50,31,19,36,24,64,71,8,19,9,16,13,26,20,3,17,1,0,1
8478857,2019,Dmytro Timashov,DET,L,44,374.82,561,37,66,9,4,5,3,2,11,93,5,7,0,0,8,16,7,14,0,0,0,0,0,0
8473548,2019,Phil Kessel,ARI,R,70,1201.1,1524,154,270,38,14,24,14,10,20,11,18,42,2,7,11,22,6,12,15,8,7,0,0,0
8478906,2019,Markus Nutivaara,CBJ,D,37,588.77,744,47,89,9,3,6,1,5,33,34,6,13,0,0,2,4,0,0,1,0,1,0,0,0
8469465,2019,Dan Hamhuis,NSH,D,60,872.97,1145,44,101,8,0,8,6,2,53,64,9,34,0,0,11,25,3,9,0,0,0,0,0,0
8477952,2019,Robby Fabbri,DET,C,61,985.05,1173,111,170,32,15,17,10,7,14,75,13,39,27,40,10,20,19,38,8,6,2,0,0,0
8475176,2019,Ryan Ellis,NSH,D,49,1149.9,1398,114,229,37,8,29,16,13,96,48,24,36,0,0,8,19,9,21,8,2,6,0,0,0
8475798,2019,Mikael Granlund,NSH,C,63,1119.35,1360,129,215,28,16,12,6,6,55,42,24,34,73,77,14,28,15,30,6,4,2,1,1,0
8478443,2019,Brandon Carlo,BOS,D,67,1370.28,1742,110,179,18,4,14,5,9,76,126,31,32,0,0,10,23,9,21,0,0,0,0,0,0
8474090,2019,Brendan Smith,NYR,D,62,687.2,955,45,87,8,3,5,4,1,41,90,18,24,1,0,19,51,16,49,0,0,0,1,0,1
8476881,2019,Tomas Hertl,S.J,C,48,882.58,1121,117,198,36,16,20,12,8,25,29,25,18,431,357,8,16,10,20,7,2,5,2,2,0
8477492,2019,Nathan MacKinnon,COL,C,69,1456.57,1619,319,552,93,36,57,36,21,30,51,38,53,363,477,5,12,23,46,28,11,17,0,0,0
8474038,2019,Paul Byron,MTL,L,29,415.98,610,29,46,10,4,6,4,2,18,42,11,10,1,5,2,4,6,12,0,0,0,1,1,0
8476857,2019,Pontus Aberg,TOR,L,5,43.13,60,4,5,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
8474774,2019,Dalton Prout,S.J,D,2,25.62,35,2,4,0,0,0,0,0,3,3,2,0,0,0,2,7,1,5,0,0,0,0,0,0
8480147,2019,Oscar Fantenberg,VAN,D,36,566,776,45,98,5,1,4,1,3,63,66,7,11,0,0,3,6,3,6,0,0,0,0,0,0
8477320,2019,Anton Blidh,BOS,L,7,80.5,117,9,13,0,0,0,0,0,5,20,2,1,0,1,0,0,0,0,0,0,0,0,0,0
8474688,2019,Greg Pateryn,MIN,D,20,309.42,369,22,53,3,0,3,0,3,30,25,3,6,0,0,3,6,0,0,0,0,0,0,0,0
8477429,2019,Andrew Copp,WPG,C,63,1114.87,1408,122,204,26,11,15,8,7,27,59,38,27,310,275,5,10,14,28,1,1,0,3,0,3
8476472,2019,Oscar Klefbom,EDM,D,62,1564.87,1656,159,314,33,5,28,9,19,179,45,36,57,0,0,12,24,7,16,16,2,14,0,0,0
8478414,2019,Timo Meier,S.J,R,70,1211.13,1531,198,340,49,22,27,15,12,38,155,39,32,12,24,16,32,17,34,7,2,5,0,0,0
8477210,2019,Buddy Robinson,CGY,R,5,60.28,85,6,14,1,1,0,0,0,5,14,2,1,0,0,2,7,1,5,0,0,0,0,0,0
8475231,2019,Casey Cizikas,NYI,C,48,684.9,987,67,113,15,10,5,4,1,39,133,38,28,367,320,16,41,10,29,0,0,0,5,3,2
8475222,2019,Sami Vatanen,N.J,D,47,1021.55,1246,95,200,23,5,18,5,13,80,50,14,24,0,0,11,22,7,16,8,2,6,1,0,1
8480801,2019,Brady Tkachuk,OTT,L,71,1338.62,1772,258,429,43,21,22,19,3,43,302,35,40,144,166,32,76,38,88,7,2,5,0,0,0
8471260,2019,Blake Comeau,DAL,L,55,821.1,1198,74,121,17,8,9,3,6,23,107,21,27,42,54,18,36,13,26,0,0,0,1,1,0
8471873,2019,Anton Stralman,FLA,D,68,1430.13,1760,88,167,19,5,14,5,9,95,67,40,48,0,0,7,14,6,12,0,0,0,1,0,1
8474565,2019,Alex Pietrangelo,STL,D,70,1677.12,1977,224,409,49,15,34,17,17,89,46,43,44,0,0,10,20,10,20,17,5,12,0,0,0
8474162,2019,Jake Muzzin,TOR,D,53,1143.85,1405,99,191,23,6,17,7,10,110,109,25,63,0,0,19,40,12,24,0,0,0,1,0,1
8475246,2019,Kevin Connauton,COL,D,4,62,83,4,12,0,0,0,0,0,6,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0
8477240,2019,Carter Rowney,ANA,C,71,899.35,1291,63,113,18,8,10,9,1,41,189,24,24,47,56,7,14,7,16,0,0,0,4,2,2
8474668,2019,Dale Weise,MTL,R,23,213.05,328,15,22,5,1,4,3,1,10,70,8,12,0,0,5,16,4,14,0,0,0,0,0,0
8479644,2019,Matt Luff,L.A,R,18,186.7,271,25,47,5,1,4,2,2,5,16,4,4,0,3,1,2,2,4,0,0,0,0,0,0
8477508,2019,Curtis Lazar,BUF,C,38,449.12,680,33,60,10,5,5,4,1,25,70,13,10,185,176,3,9,6,15,0,0,0,0,0,0
8470655,2019,David Backes,ANA,R,21,193.27,270,33,48,6,1,5,4,1,7,33,5,6,23,35,6,12,3,6,1,1,0,0,0,0
8478075,2019,Anders Bjork,BOS,L,58,748.9,959,66,134,19,9,10,5,5,21,43,21,14,2,4,5,10,7,14,1,1,0,0,0,0
8476975,2019,Cedric Paquette,T.B,C,61,783.87,1084,77,134,18,7,11,6,5,49,172,17,9,306,301,11,22,10,20,0,0,0,2,1,1
8470638,2019,Patrice Bergeron,BOS,C,61,1144.22,1399,200,323,56,30,26,12,14,46,46,44,22,757,552,13,28,8,16,15,7,8,1,1,0
8474250,2019,Zack Smith,CHI,C,50,589.47,808,43,76,11,4,7,5,2,18,112,21,14,88,102,13,29,6,13,0,0,0,2,1,1
8479424,2019,German Rubtsov,PHI,C,4,27.22,46,1,1,0,0,0,0,0,4,4,1,1,6,8,0,0,0,0,0,0,0,0,0,0
8478409,2019,Anthony Richard,NSH,C,1,4.17,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475208,2019,Brian Dumoulin,PIT,D,28,589.55,742,35,80,8,1,7,4,3,35,44,13,13,0,0,5,10,2,4,1,0,1,1,1,0
8476441,2019,Joel Edmundson,CAR,D,68,1253.98,1626,97,179,20,7,13,5,8,91,118,23,45,0,0,28,62,16,38,0,0,0,0,0,0
8474027,2019,Justin Braun,PHI,D,62,1066.57,1524,70,147,19,3,16,7,9,84,91,10,31,0,0,9,18,3,6,1,0,1,0,0,0
8470601,2019,Braydon Coburn,T.B,D,40,549.42,743,43,93,4,1,3,0,3,28,58,3,5,0,0,7,14,1,2,0,0,0,0,0,0
8471262,2019,Carl Soderberg,ARI,C,70,1112.45,1474,134,217,35,17,18,9,9,40,77,28,24,246,295,9,18,6,14,9,6,3,0,0,0
8474602,2019,Justin Schultz,PIT,D,46,912.28,1155,86,178,12,3,9,3,6,50,36,6,18,0,0,2,6,1,2,5,0,5,0,0,0
8474573,2019,Josh Bailey,NYI,R,68,1149.48,1486,94,161,41,14,27,19,8,48,20,38,54,128,128,5,10,8,16,9,3,6,1,1,0
8475254,2019,Gabriel Dumont,MIN,C,3,34.52,48,3,5,0,0,0,0,0,2,9,1,0,6,9,0,0,1,2,0,0,0,0,0,0
8479407,2019,Jesper Bratt,N.J,L,60,839.82,1096,101,155,32,16,16,14,2,22,29,18,24,3,10,3,6,9,18,5,1,4,0,0,0
8473449,2019,Kyle Okposo,BUF,R,52,668.72,885,82,133,19,9,10,9,1,15,55,15,13,37,33,9,18,9,18,1,1,0,0,0,0
8477409,2019,Carter Verhaeghe,T.B,C,52,480.18,678,50,90,11,7,4,2,2,8,28,18,11,14,17,4,8,7,14,0,0,0,0,0,0
8477215,2019,Danny DeKeyser,DET,D,8,176.48,224,12,23,4,0,4,1,3,18,6,0,8,0,0,2,4,0,0,0,0,0,0,0,0
8477416,2019,Oliver Bjorkstrand,CBJ,R,49,874.27,1048,162,275,37,21,16,11,5,16,43,32,27,6,14,6,12,12,24,6,3,3,0,0,0
8472382,2019,Andy Greene,NYI,D,63,1231.47,1603,60,124,14,2,12,6,6,155,30,16,41,0,0,8,16,5,10,1,0,1,2,0,2
8478436,2019,David Kase,PHI,R,6,58.67,85,5,10,1,1,0,0,0,1,4,2,1,1,0,0,0,1,2,0,0,0,0,0,0
8480157,2019,Calle Rosen,TOR,D,12,162.92,220,14,36,3,0,3,0,3,7,3,2,8,0,0,2,4,2,4,0,0,0,0,0,0
8477474,2019,Madison Bowey,DET,D,53,949.65,1210,70,133,17,3,14,6,8,58,53,14,45,0,0,17,34,4,10,1,0,1,0,0,0
8471677,2019,Jack Johnson,PIT,D,67,1302.77,1678,63,144,11,3,8,4,4,97,183,15,22,0,0,13,26,1,2,0,0,0,1,1,0
8479671,2019,Mathieu Olivier,NSH,R,8,60.37,94,6,9,1,0,1,1,0,1,17,0,3,0,0,2,4,0,0,0,0,0,0,0,0
8477953,2019,Kasperi Kapanen,TOR,R,69,1089.77,1461,120,213,36,13,23,11,12,17,73,36,29,2,13,9,22,20,46,3,0,3,2,2,0
8477810,2019,Joel Hanley,DAL,D,8,90.85,149,4,10,2,0,2,1,1,8,3,0,5,0,0,3,6,0,0,0,0,0,0,0,0
8478476,2019,Kyle Capobianco,ARI,D,9,132.87,186,10,19,1,1,0,0,0,10,14,1,4,0,0,1,2,1,2,0,0,0,0,0,0
8476409,2019,Alan Quine,CGY,C,9,87.28,129,12,18,1,1,0,0,0,2,6,2,1,1,0,2,4,0,0,0,0,0,0,0,0
8474062,2019,Riley Nash,CBJ,C,64,757.55,1066,64,94,14,5,9,6,3,36,69,25,10,245,266,5,10,3,6,0,0,0,1,1,0
8478468,2019,Jeremy Lauzon,BOS,D,19,292.4,415,20,33,2,1,1,0,1,23,32,3,6,0,0,9,29,2,7,0,0,0,0,0,0
8476879,2019,Cody Ceci,TOR,D,56,1148.95,1379,48,117,7,1,6,3,3,77,92,13,30,0,0,11,20,5,12,0,0,0,0,0,0
8476873,2019,Mark Jankowski,CGY,C,56,619.93,869,38,81,7,5,2,1,1,33,14,32,20,190,233,7,14,3,6,0,0,0,0,0,0
8479734,2019,Brennan Menell,MIN,D,5,69.95,94,4,10,0,0,0,0,0,4,2,2,0,0,0,1,2,1,2,0,0,0,0,0,0
8479933,2019,Gerald Mayhew,MIN,C,13,150.13,183,16,29,2,2,0,0,0,6,11,4,2,3,3,1,2,0,0,0,0,0,0,0,0
8478403,2019,Jack Eichel,BUF,C,68,1502.48,1596,227,396,79,36,43,19,24,42,40,44,66,615,696,11,24,35,68,25,9,16,1,1,0
8475842,2019,Sam Carrick,ANA,C,9,123.88,181,16,26,2,1,1,0,1,7,13,1,5,33,39,0,0,1,2,0,0,0,1,1,0
8471214,2019,Alex Ovechkin,WSH,L,68,1400.8,1386,311,602,67,48,19,13,6,29,184,28,48,1,0,15,30,13,26,11,9,2,0,0,0
8478397,2019,Rasmus Andersson,CGY,D,70,1396.08,1730,123,217,22,5,17,8,9,83,51,19,39,0,0,12,27,17,37,4,0,4,0,0,0
8478488,2019,Filip Chlapik,OTT,C,31,271.4,432,27,51,6,3,3,1,2,11,71,8,6,12,19,5,10,1,2,0,0,0,0,0,0
8476854,2019,Hampus Lindholm,ANA,D,56,1272.53,1595,109,237,23,2,21,9,12,71,34,20,53,0,0,17,34,4,8,8,1,7,2,0,2
8479325,2019,Charlie McAvoy,BOS,D,67,1552.22,1879,100,218,32,5,27,15,12,131,131,37,68,0,0,19,41,22,47,2,1,1,1,0,1
8473412,2019,Bryan Little,WPG,C,7,113.05,168,13,25,5,2,3,2,1,3,3,2,2,48,58,1,2,2,4,0,0,0,0,0,0
8477369,2019,Carson Soucy,MIN,D,55,859.58,1074,61,112,15,7,8,6,2,50,69,17,16,1,0,9,18,10,20,0,0,0,0,0,0
8471709,2019,Marc-Edouard Vlasic,S.J,D,70,1420.03,1803,74,200,15,5,10,5,5,96,37,18,40,0,0,3,6,3,6,0,0,0,1,1,0
8475869,2019,Brandon Davidson,S.J,D,12,149.7,208,17,35,0,0,0,0,0,20,24,3,9,0,0,0,0,0,0,0,0,0,0,0,0
8480762,2019,Eric Robinson,CBJ,L,50,548.32,775,69,118,12,7,5,3,2,14,79,13,11,4,7,6,12,6,12,0,0,0,0,0,0
8471676,2019,Bobby Ryan,OTT,R,24,325.15,468,43,95,8,5,3,2,1,13,41,12,18,3,2,8,22,5,16,0,0,0,0,0,0
8479999,2019,Casey Mittelstadt,BUF,C,31,394.15,532,34,58,9,4,5,4,1,8,11,6,9,86,99,1,2,4,8,2,1,1,0,0,0
8476437,2019,Victor Rask,MIN,C,43,450.67,605,38,63,13,5,8,3,5,8,26,13,5,119,152,3,6,6,12,0,0,0,0,0,0
8477930,2019,Pierre-Edouard Bellemare,COL,C,69,923.77,1285,85,138,23,9,14,9,5,46,43,53,17,419,373,7,17,8,19,0,0,0,4,2,2
8480336,2019,Sean Walker,L.A,D,70,1316.73,1604,128,269,24,6,18,10,8,85,81,25,65,0,0,14,26,6,12,5,0,5,0,0,0
8477010,2019,Joseph Blandisi,PIT,C,21,171.35,259,12,21,5,2,3,3,0,9,26,8,1,33,48,5,10,6,12,0,0,0,0,0,0
8474176,2019,Carl Hagelin,WSH,L,58,830.98,1097,107,154,25,8,17,13,4,19,24,25,24,13,15,8,16,5,8,0,0,0,3,1,2
8478367,2019,Cole Bardreau,NYI,C,10,88.65,135,10,15,2,1,1,1,0,1,21,4,4,21,29,3,6,1,0,0,0,0,0,0,0
8474150,2019,Mikael Backlund,CGY,C,70,1252.17,1600,157,285,43,16,27,17,10,11,44,64,55,371,406,13,26,3,6,10,3,7,2,2,0
8477931,2019,Tomas Nosek,VGK,L,67,774.22,1072,92,153,15,8,7,2,5,38,91,22,16,215,216,9,20,9,18,0,0,0,1,1,0
8475151,2019,Kyle Palmieri,N.J,R,65,1111.6,1373,154,284,44,25,19,8,11,36,74,29,28,11,26,14,31,12,27,16,9,7,0,0,0
8477998,2019,Warren Foegele,CAR,L,68,931.17,1319,129,208,30,13,17,10,7,17,64,39,30,18,22,17,34,11,22,0,0,0,2,2,0
8480078,2019,Filip Chytil,NYR,C,60,888.82,1109,112,173,23,13,10,7,3,31,13,33,33,199,317,5,10,3,6,3,1,2,0,0,0
8480072,2019,Lias Andersson,NYR,C,17,161.8,255,13,14,1,0,1,0,1,8,20,8,4,40,46,2,4,0,0,0,0,0,0,0,0
8477964,2019,Ivan Barbashev,STL,C,69,913.6,1232,74,131,26,11,15,12,3,33,141,32,30,146,176,10,23,16,35,0,0,0,2,1,1
8478495,2019,Denis Gurianov,DAL,R,64,831.47,1205,132,250,29,20,9,5,4,18,63,26,25,0,0,5,13,12,23,12,7,5,0,0,0
8475750,2019,Jon Merrill,VGK,D,49,890.15,1104,37,97,7,2,5,1,4,71,51,14,27,0,0,16,32,3,6,0,0,0,0,0,0
8480935,2019,Lawrence Pilut,BUF,D,13,210.58,268,6,17,0,0,0,0,0,18,10,2,4,0,0,3,4,3,6,0,0,0,0,0,0
8475791,2019,Taylor Hall,ARI,L,65,1246.65,1467,232,388,52,16,36,28,8,28,49,41,52,20,31,17,34,23,46,16,3,13,0,0,0
8480069,2019,Cale Makar,COL,D,57,1195.43,1370,121,272,50,12,38,22,16,47,45,34,40,0,0,6,12,8,16,16,4,12,0,0,0
8478036,2019,Christoffer Ehn,DET,C,54,560.47,756,36,57,4,2,2,2,0,18,59,6,12,96,130,1,2,8,16,0,0,0,0,0,0
8478447,2019,Nicholas Merkley,N.J,R,4,44.27,58,8,9,2,1,1,1,0,2,9,2,2,0,0,1,2,1,4,0,0,0,0,0,0
8471675,2019,Sidney Crosby,PIT,C,41,829.97,1000,110,164,46,16,30,20,10,17,28,26,25,494,393,6,15,11,27,15,3,12,0,0,0
